itemid,ITENNAME,pack,manufacturer,CATG,SUBCATG,mrp
COS0139,COSMELITE CREAM 20G,,OAKNET LIFE SCIENCES PVT LTD,PHARMA,OINTMENT,
COS0142,COSVATE S CREAM 30G,,COSME FARMA LTD,PHARMA,OINTMENT,
COS0177,COSVATE-S 30ML LOTION,,OAKNET LIFE SCIENCES PVT LTD,PHARMA,OINTMENT,
COS0180,COSVATE-G 25GM CREAM,,OAKNET LIFE SCIENCES PVT LTD,PHARMA,OINTMENT,
COS0184,COSMELITE NEXT 30GM CREAM,,OAKNET LIFE SCIENCES PVT LTD,PHARMA,OINTMENT,
COS0185,COSVATE 0.05%W/V LOTION 30ML,,OAKNET LIFE SCIENCES PVT LTD,PHARMA,LOTION,
COS0186,COSVATE-GM CREAM 25G,,OAKNET LIFE SCIENCES PVT LTD,PHARMA,OINTMENT,
COS0187,COSCOPIN LS ORANGE FLAV SYP 100ML,,BIOLOGICAL E LTD,PHARMA,LIQUID,
COS0188,COSALA-OD 1.2GM PR TAB 10'S,,TAS MEDS INDIA PVT LTD,PHARMA,TABLET,
COS0194,COS 3 S/F MANGO FLAV SYP 200ML,,DELCURE LIFESCIENCE LTD,PHARMA,LIQUID,
COS0196,COSGLO NEW CREAM 30G,,OAKNET LIFE SCIENCES PVT LTD,PHARMA,OINTMENT,
COS0200,COSFEN 2%W/W CREAM 30G,,OAKNET LIFE SCIENCES PVT LTD,PHARMA,OINTMENT,
COS0203,COSTRUM FORTE SOFTGEL CAP 10'S,,CONVARZYS HEALTHCARE LTD,PHARMA,CAPSULE,
COS0204,COSCOPIN PLUS S/F NEW SUSP 100ML,,BIOLOGICAL E LTD,PHARMA,LIQUID,
COS0206,COSMELITE CREAM 25G,,OAKNET LIFE SCIENCES PVT LTD,PHARMA,OINTMENT,
COS0207,COSA-PLUS TAB 10'S,,GENESIS BIOTECH INC,PHARMA,TABLET,
COS0209,COSITROZ-200 CAP 10'S,,CONNOTE HEALTHCARE PVT LTD,PHARMA,CAPSULE,
COS0210,COSCOPIN NEW SUSPENSION 100ML,,BIO-BIOLOGICAL E. LIMITED,PHARMA,LIQUID,
COT0001,COTARYL - 50GM CREAM,,FDC LTD,PHARMA,OINTMENT,
COT0003,COTTON - 500GRM (RATHI CHEMICALS),,MACLEODS PHARMACEUTICALS LTD,SURGICAL,CONSUMABLES,
COT0011,COTTON 25GM (ABSORBENT),,KEIMEDS PVT LTD,SURGICAL,CONSUMABLES,
COT0015,COT SPLINT 0901 M  (MGRM),,MGRM  MEDICARE  LIMITED,SURGICAL,RE-HABILITATION,
COT0030,COTTON 30 GRMS (RUNEX ),,DUPHAR INTERFRAN LTD,SURGICAL,CONSUMABLES,
COT0067,COTTON 70GM (BHARAT),,CASSEL RESEARCH LABORATORIES PVT  LTD,SURGICAL,CONSUMABLES,
COT0114,COTTON ZIG-ZAG 200GM,,JAC-JAYCOT INDUSTRIES,SURGICAL,CONSUMABLES,
COT0150,COTRIP 10MG TAB 10'S,,CONSERN PHARMA LTD,PHARMA,TABLET,
COT0161,COTARYL-AF CREAM 50G,,FDC LTD,PHARMA,OINTMENT,
COT0182,COTARYL MOIST CREAM 75G,,FDC LTD,PHARMA,OINTMENT,
COT0185,COTIA SR 300 TAB 10'S,,MEDLEY PHARMACEUTICALS PVT LTD,PHARMA,TABLET,
COU0041,COUGHWIL DS SYRUP 100ML,,WILBURT REMEDIES PVT LTD,PHARMA,SYRUP,
COV0001,COVANCE 25MG TAB 10'S,,SUN PHARMACEUTICAL INDUSTRIES LTD,PHARMA,TABLET,
COV0002,COVANCE 50MG TAB 10'S,,SUN PHARMACEUTICAL INDUSTRIES LTD,PHARMA,TABLET,
COV0003,COVANCE AT 50/50MG TAB 10'S,,SUN PHARMACEUTICAL INDUSTRIES LTD,PHARMA,TABLET,
COV0004,COVANCE D TAB 10'S,,SUN PHARMACEUTICAL INDUSTRIES LTD,PHARMA,TABLET,
COV0007,COVERSYL PLUS TAB 10'S,,SERDIA PHARMACEUTICALS INDIA PVT LTD,PHARMA,TABLET,
COV0008,COVERSYL 2MG TAB 10'S,,SERDIA PHARMACEUTICALS INDIA PVT LTD,PHARMA,TABLET,
COV0009,COVERSYL 4MG TAB 10'S,,SERDIA PHARMACEUTICALS INDIA PVT LTD,PHARMA,TABLET,
COV0015,COVERSYL AM 4/5MG TAB 10'S,,SERDIA PHARMACEUTICALS INDIA PVT LTD,PHARMA,TABLET,
COV0016,COVAMLO TAB 10'S,,SUN PHARMACEUTICAL INDUSTRIES LTD,PHARMA,TABLET,
COV0019,COVERSYL 8MG TAB 10'S,,SERDIA PHARMACEUTICALS INDIA PVT LTD,PHARMA,TABLET,
COV0022,COVATIL 500MG TAB,,MACLEODS PHARMACEUTICALS LTD,PHARMA,TABLET,
COV0033,COVATIL 250MG  INJ,,MACLEODS PHARMACEUTICALS LTD,PHARMA,TABLET,
COV0051,COVERSYL AM 8/10MG TAB 10'S,,SERDIA PHARMACEUTICALS INDIA PVT LTD,PHARMA,TABLET,
COV0052,COVERSYL AM 8/5MG TAB 10'S,,SERDIA PHARMACEUTICALS INDIA PVT LTD,PHARMA,TABLET,
COV0058,COVERSYL AM 4/5MG TAB 10'S ***,,SERDIA PHARMACEUTICALS INDIA PVT LTD,PHARMA,TABLET,
COV0060,COVIL-A 100ML SYP,,BLUBELL PHARMA LTD,PHARMA,LIQUID,
COV0073,COVERSYL PLUS HD TAB 10'S,,SERDIA PHARMACEUTICALS INDIA PVT LTD,PHARMA,TABLET,
COV0075,COVERIT 10% SOLUTION 60ML,,MICRO LABS LTD,PHARMA,LIQUID,
COV0082,COVEGEN TAB 10'S,,TREAT WELL PHARMA PVT LTD,PHARMA,TABLET,
COV0084,COVERIT PLUS 100ML TOPICAL SPRAY,,MICRO LABS LTD,PHARMA,SPRAY,
COV0088,COVATIL 500MG TAB 10'S,,MACLEODS PHARMACEUTICALS LTD,PHARMA,TABLET,
COV0089,COVIL-P TAB 10'S,,BLUBELL PHARMA LTD,PHARMA,TABLET,
COV0120,COVISELF COVID-19 RAPID ANTIGEN SELF TEST KIT,,MYLAB DISCOVERY SOLUTIONS PVT LTD.,FMCG,OTC,
COV0122,COVINIB 4 TAB 14'S,,TORRENT PHARMACEUTICALS LTD,PHARMA,TABLET,
COX0003,COXERIN 250MG CAP 10'S,,MACLEODS PHARMACEUTICALS LTD,PHARMA,CAPSULE,
COX0055,COXITAS-90 TAB 10'S,,TAM-TAS MED IND P LIMITED,PHARMA,TABLET,
COX0056,COXITAS-120 TAB 10'S,,TAS MEDS INDIA PVT LTD,PHARMA,TABLET,
COX0060,COXILOR-P TAB 10'S,,LEEFORD HEALTH CARE LTD,PHARMA,TABLET,
COZ0006,COZYCOOL 15ML DROPS,,IND SWIFT LTD,PHARMA,DROPS,
COZ0007,COZY KID 60ML SYP,,IND SWIFT LTD,PHARMA,LIQUID,
COZ0011,COZY PLUS 4 MG TAB 10'S,,ZYDUS CADILA HEALTHCARE LTD,PHARMA,TABLET,
COZ0014,COZYMIN SYP 60ML,,UNIMAX LABORATORIES PVT LTD,PHARMA,LIQUID,
COZ0016,COZYMIN 5MG TAB 10'S,,ROCHE DIAGNOSTICS IND PVT LTD,PHARMA,TABLET,
COZ0032,COZAC 20MG TAB 10'S,,CONSERN PHARMA LTD,PHARMA,TABLET,
COZ0046,COZAC-T TAB 10'S,,CONCERN PHARMA PVT LTD,PHARMA,TABLET,
COZ0060,COZAC-40 CAP 10'S,,CONSERN PHARMA LTD,PHARMA,CAPSULE,
COZ0069,COZIN-LC 20MG SUSP 100ML,,SOMATICO PHARMACEUTICALS LTD,PHARMA,LIQUID,
CPA0002,C-PANT PLUS TAB 10'S,,ADONIS LABORATORIES PVT LTD,PHARMA,TABLET,
CPA0003,C-PANT TAB 10'S,,ADONIS LABORATORIES PVT LTD,PHARMA,TABLET,
CPG0009,CP GOLD SYRUP 200ML,,PRI-PRINCE PHARMA REG,FMCG,AYURVEDIC,
CPI0001,CPINK TAB 15'S,,WANBURY LTD,PHARMA,TABLET,
CPI0002,CPINK SYRUP 150ML,,WANBURY LTD,PHARMA,LIQUID,
CPI0003,CPINK DROPS 15ML,,WANBURY LTD,PHARMA,DROPS,
CPI0017,CPINK SUSPENSION 200ML,,CIPLA LTD,PHARMA,LIQUID,
CPR0003,C-PRAM S 10MG TAB 10'S,,UNICHEM LABORATORIES LTD.,PHARMA,TABLET,
CPS0003,CP-STARK VEG CAP 10'S,,TPPL PHARMACEUTICALS PVT LTD,PHARMA,CAPSULE,
CPZ0001,CPZ 100MG TAB 10'S,,A N PHARMACIA LABORATORIES PVT LTD,PHARMA,TABLET,
CQB0003,CQB PLUS TAB 10'S,,MRL PHARMA PVT LTD,PHARMA,TABLET,
CQT0004,CQ TOTAL TAB 15'S,,SENVION BIOTECH,PHARMA,TABLET,
CQU0002,C-QUAD-XT TAB 10'S,,KAPLIN HEALTHCARE PVT LTD,PHARMA,TABLET,
CR20001,CR-24 TAB 10'S,,GENESIA PHARMACEUTICALS (INDIA) PVT LTD,PHARMA,TABLET,
CRA0014,CRANMED CAP 10'S,,PHARMED LIMITED,PHARMA,CAPSULE,
CRA0038,CRANPAC  500MG CAP 15'S,,IPCA LABORATORIES PVT LTD,PHARMA,CAPSULE,
CRA0040,CRANPAC D CAP 10'S,,IPCA LABORATORIES PVT LTD,PHARMA,TABLET,
CRA0054,CRANFIT TAB 10'S,,CIPLA LTD,PHARMA,TABLET,
CRA0057,CRANMED 1000 TAB 10'S,,PHARMED LIMITED,PHARMA,TABLET,
CRA0070,CRANBET 300MG SOFTGEL CAP 10'S,,VINTAS PHARMACEUTICALS PVT LTD,PHARMA,CAPSULE,
CRA0083,CRANMAN-D TAB 10'S,,LUPIN LABORATORIES LTD,PHARMA,TABLET,
CRA0096,CRANBEST H SOFTGEL CAP 10'S,,VIVE LIFE SCIENCE PVT LTD,PHARMA,CAPSULE,
CRA0099,CRAMPEZE TAB 10'S,,FRISKA NUTRACEUTICALS PVT LTD,PHARMA,TABLET,
CRE0002,CREMAFFIN MINT S/F 225ML ***,,ABBOTT INDIA LIMITED,PHARMA,LIQUID,
CRE0005,CREMAFFIN PLUS S/F 225ML ***,,ABBOTT INDIA LIMITED,PHARMA,LIQUID,
CRE0006,CREMALAX 10MG TAB 10'S,,ABBOTT INDIA LIMITED,PHARMA,TABLET,
CRE0008,CREON 25000 CAP 10'S,,ABBOTT INDIA LIMITED,PHARMA,CAPSULE,
CRE0010,CRESAR 40MG TAB 10'S,,CIPLA LTD,PHARMA,TABLET,
CRE0019,CRESAR 80MG TAB 10'S,,CIPLA LTD,PHARMA,TABLET,
CRE0031,CREON 40000 CAP 10'S,,ABBOTT INDIA LIMITED,PHARMA,CAPSULE,
CRE0034,CRESTOR 10MG TAB 30'S,,ASTRA ZENECA PHARMA INDIA LTD,PHARMA,TABLET,
CRE0036,CRESTOR 5MG TAB 30'S,,ASTRA ZENECA PHARMA INDIA LTD,PHARMA,TABLET,
CRE0038,CRESTOR 20MG TAB 10'S,,ASTRA ZENECA PHARMA INDIA LTD,PHARMA,TABLET,
CRE0045,CREMAFFIN MIXED FRUIT S/F 225ML ***,,ABBOTT INDIA LIMITED,PHARMA,LIQUID,
CRE0051,CREMAFFIN MIXED FRUIT S/F 450ML,,ABBOTT INDIA LIMITED,PHARMA,LIQUID,
CRE0056,CREVAST 10MG TAB 10'S,,ERIS LIFE SCIENCES LTD,PHARMA,TABLET,
CRE0057,CREVAST 20MG TAB 10'S,,ERIS LIFE SCIENCES LTD,PHARMA,TABLET,
CRE0059,CREVAST-5MG TAB 10'S,,ERIS LIFE SCIENCES LTD,PHARMA,TABLET,
CRE0060,CREVAST 40MG TAB 10'S,,ERIS LIFE SCIENCES LTD,PHARMA,TABLET,
CRE0069,CREMA GEL 30G,,ABBOTT INDIA LIMITED,PHARMA,OINTMENT,
CRE0076,CRESP 40MCG/0.4 ML INJ PFS,,DR REDDY'S LABORATORIES,PHARMA,INJECTION,
CRE0092,CREVAST F 5MG TAB 10'S,,ERIS LIFE SCIENCES LTD,PHARMA,TABLET,
CRE0093,CREVAST F 10MG TAB 10'S,,ERIS LIFE SCIENCES LTD,PHARMA,TABLET,
CRE0105,CRESAR PLUS TAB 10'S,,CIPLA LTD,PHARMA,TABLET,
CRE0132,CREMAFFIN MIXED FRUIT S/F 225ML ***,,ABBOTT INDIA LIMITED,PHARMA,LIQUID,
CRE0137,CRESP 60MCG INJ PFS,,DR REDDY'S LABORATORIES,PHARMA,INJECTION,
CRE0142,CRESP 25MCG INJ VIAL,,DR REDDY'S LABORATORIES,PHARMA,INJECTION,
CRE0144,CREMAFFIN MINT S/F 225ML ***,,ABBOTT INDIA LIMITED,PHARMA,LIQUID,
CRE0174,CRESAR CT 40MG TAB 10'S,,CIPLA LTD,PHARMA,TABLET,
CRE0178,CREMAFFIN PLUS S/F 225ML,,ABBOTT INDIA LIMITED,PHARMA,LIQUID,
CRE0179,CREMAFFIN MINT S/F 225ML,,ABBOTT INDIA LIMITED,PHARMA,LIQUID,
CRE0182,CREMAFFIN MIXED FRUIT S/F 225ML,,ABBOTT INDIA LIMITED,PHARMA,LIQUID,
CRE0184,CRESAR 20MG TAB 15'S,,CIPLA LTD,PHARMA,TABLET,
CRE0188,CRESAR 40MG TAB 15'S,,CIPLA LTD,PHARMA,TABLET,
CRE0189,CRESAR H 40MG TAB 15'S,,CIPLA LTD,PHARMA,TABLET,
CRE0192,CRESAR AM 40MG TAB 15'S,,CIPLA LTD,PHARMA,TABLET,
CRE0194,CREMADIET DUO 150GM MIXED FRUIT FLAV GRANULES,,ABBOTT INDIA LIMITED,PHARMA,POWDER,
CRE0196,CREMALAX 10MG TAB 15'S,,ABBOTT INDIA LIMITED,PHARMA,TABLET,
CRE0198,CREVAST GOLD 10MG CAP 10'S,,ERIS LIFE SCIENCES LTD,PHARMA,CAPSULE,
CRE0199,CREVAST GOLD 20MG CAP 10'S,,ERIS LIFE SCIENCES LTD,PHARMA,CAPSULE,
CRE0200,CREVAST CV 10MG CAP 10'S,,ERIS LIFE SCIENCES LTD,PHARMA,CAPSULE,
CRE0201,CREMADIET PLUS 100GM S/F POWDER (ABBOTT),,ABBOTT INDIA LIMITED,FMCG,AYURVEDIC,
CRE0204,CREVAST CV 20MG CAP 10'S,,ERIS LIFE SCIENCES LTD,PHARMA,CAPSULE,
CRE0208,CREON 10000 CAP 15'S,,ABBOTT INDIA LIMITED,PHARMA,CAPSULE,
CRE0211,CRESVIN BETA TAB 10'S,,APX-APEX LABORATORIES LTD,FMCG,AYURVEDIC,
CRE0212,CREMAGEL-H CREAM 20G,,ABBOTT INDIA LIMITED,PHARMA,OINTMENT,
CRE0230,CREVAST A 10/75MG TAB 10'S,,ERIS LIFE SCIENCES LTD,PHARMA,CAPSULE,
CRE0231,CREVAST A 20/150MG CAP 10'S,,ERIS LIFE SCIENCES LTD,PHARMA,TABLET,
CRE0244,CREMAPEG ORAL SOLU 200ML,,ABBOTT INDIA LIMITED,PHARMA,LIQUID,
CRE0245,CREMADIET PLUS S/F POWDER 300G,,ABBOTT INDIA LIMITED,PHARMA,POWDER,
CRE0261,CREMALAX 10 TAB 6'S,,ABBOTT INDIA LTD,PHARMA,TABLET,
CRI0001,CRINONE  8% 1.125GRM GEL,,SERUM INSTITUTE LTD,PHARMA,OINTMENT,
CRI0013,CRISANTA LS TAB 24'S,,CIPLA LTD,PHARMA,TABLET,
CRI0017,CRISANTA TAB 21'S,,CIPLA LTD,PHARMA,TABLET,
CRI0075,CRINA-NCR 10MG TAB 10'S,,ALEMBIC LTD,PHARMA,TABLET,
CRI0084,CRINA-NCR 15MG TAB 5'S,,ALEMBIC LTD,PHARMA,TABLET,
CRI0118,CRIMOX-CV 625MG TAB 6'S,,KRISH CARE REMEDIES PVT LTD,PHARMA,TABLET,
CRI0126,CRISMOX-KT EYE DROPS 5ML,,MPRIS PHARMACEUTICALS PVT LTD,PHARMA,DROPS,
CRI0128,CRITAX-500MG TAB 4'S,,KRISH CARE REMEDIES PVT LTD,PHARMA,TABLET,
CRI0135,CRIVIT-D3 60K NANO SHOTS 5ML,,GLISTER PHARMACEUTICALS,PHARMA,LIQUID,
CRO0001,CROTORAX CREAM - 20G,,ABBOTT INDIA LIMITED,PHARMA,OINTMENT,
CRO0002,CROTORAX LOTION - 60ML,,ABBOTT INDIA LIMITED,PHARMA,LIQUID,
CRO0005,CROCIN DROPS 15 ML,,HINDUSTAN UNILEVER LIMITED(HFD),FMCG,OTC,
CRO0006,CROCIN SUSPENSION DOUBLE STRENGTH 60 ML,,HINDUSTAN UNILEVER LIMITED(HFD),FMCG,OTC,
CRO0007,CROCIN PAIN RELIEF TABLETS 15'S,,HINDUSTAN UNILEVER LIMITED(HFD),FMCG,OTC,
CRO0009,CROCIN SUSPENSION 60 ML,,HINDUSTAN UNILEVER LIMITED(HFD),FMCG,OTC,
CRO0017,CROMAL FORTE DROP 5ML,,CIPLA LTD,PHARMA,DROPS,
CRO0023,CROCIN TABLET 650 MG,,HINDUSTAN UNILEVER LIMITED(HFD),FMCG,OTC,
CRO0033,CROMOPLEX FORTE TAB 10'S,,ARISTO PHARMACEUTICALS PVT LTD,PHARMA,TABLET,
CRO0040,CROTEC-ECCAP 10'S,,UNIMAX LABORATORIES PVT LTD,PHARMA,CAPSULE,
CRO0048,CROTIN-HC CREAM 20G,,GARY PHARMACEUTICALS PVT LTD,PHARMA,OINTMENT,
CRO0091,CROCIN ADVANCED TAB 20'S,,HINDUSTAN UNILEVER LIMITED(HFD),FMCG,OTC,
CRO0132,CROTORAX HC 10GM CREAM,,ABBOTT INDIA LIMITED,PHARMA,OINTMENT,
CRO0150,CROCAL TAB 10'S,,VINTAS PHARMACEUTICALS PVT LTD,PHARMA,TABLET,
CRO0168,CROCIN SUSPENSION DOUBLE STRENGTH 100ML,,HINDUSTAN UNILEVER LIMITED(HFD),FMCG,OTC,
CRU0007,CRUTCHES ALUMINIUM ADJ.AUXIL,,THEON PHARMACEUTICALS LTD,SURGICAL,RE-HABILITATION,
CRU0009,CRUSH SYS,,ABL BIOTECHNOLOGIESS PVT LTD,FMCG,OTC,
CRU0021,CRUSH TAB,,SHT-SHREE TRADERS,FMCG,OTC,
CRU0035,CRUCAL-NANO S/F STRAWBERRY FLAV SYRUP 5ML,,METIS PHARMA,PHARMA,LIQUID,
CRY0019,CRYSTAWHITE 20GM CREAM,,ROCKMED PHARMA PVT LTD,PHARMA,OINTMENT,
CSO0007,C-SOOTH LOTION 100ML,,SEAGULL PHARMACEUTICALS PVT LTD,PHARMA,LOTION,
CTD0001,CTD-6.25 TAB 15'S,,IPCA LABORATORIES PVT LTD,PHARMA,TABLET,
CTD0002,CTD-12.5 TAB 15'S,,IPCA LABORATORIES PVT LTD,PHARMA,TABLET,
CTD0005,CTD-L 6.25/25 TAB 10'S,,IPCA LABORATORIES PVT LTD,PHARMA,TABLET,
CTD0006,CTD-L 6.25/50 TAB 10'S,,IPCA LABORATORIES PVT LTD,PHARMA,TABLET,
CTD0010,CTD-T 6.25/40 TAB 15'S,,IPCA LABORATORIES PVT LTD,PHARMA,TABLET,
CTD0012,CTD-T 12.5/40 TAB 15'S,,IPCA LABORATORIES PVT LTD,PHARMA,TABLET,
CTD0014,CTD-M 6.25/50 TAB 10'S,,IPCA LABORATORIES PVT LTD,PHARMA,TABLET,
CTD0017,CTD-T 12.5/80 TAB 10'S,,IPCA LABORATORIES PVT LTD,PHARMA,TABLET,
CTD0018,CTD-O 12.5/20 TAB 10'S,,IPCA LABORATORIES PVT LTD,PHARMA,TABLET,
CTD0020,CTD-O 6.25/20 TAB 10'S,,IPCA LABORATORIES PVT LTD,PHARMA,TABLET,
CTD0024,CTD-M 12.5/50 TAB 10'S,,IPCA LABORATORIES PVT LTD,PHARMA,TABLET,
CTD0028,CTD-T AM 6.25/40/5 TAB 10'S,,IPCA LABORATORIES PVT LTD,PHARMA,TABLET,
CTD0029,CTD-T AM 12.5/40/5 TAB 10'S,,IPCA LABORATORIES PVT LTD,PHARMA,TABLET,
CUC0016,CUCHEL CAP (MSN) 100'S,,MSN LABORATORIES LTD,PHARMA,CAPSULE,
CUE0002,CUETAN 1000MG TAB 10'S,,CUTE CARE LIFE SCIENCE PVT LTD,PHARMA,TABLET,
CUR0010,CURAM 625MG TAB 10'S,,OAKNET LIFE SCIENCES PVT LTD,PHARMA,TABLET,
CUR0018,CURLZVIT TAB 10'S,,CANIXA LIFE SCIENCES PVT LTD,PHARMA,TABLET,
CUR0041,CUREWAX EYE DROP,,ABBOTT INDIA LIMITED,PHARMA,DROPS,
CUR0147,CURE GM CREAM,,LEVIN LIFESCIENCES PVT LTD,PHARMA,OINTMENT,
CUR0165,CURZEST CAP 10'S,,HIM-HIMERUS MEDICAL SOLUTIONS,FMCG,AYURVEDIC,
CUR0175,CURETEC FORTE 10GM OINT,,GROUP PHAMRACEUTICALS LTD,PHARMA,OINTMENT,
CUR0179,CURCUMEGA SOFTGEL CAP 10'S,,RADICOOL PHARMACEUTICAL PVT LTD,PHARMA,CAPSULE,
CUR0184,CURKEY PASTILLES 10'S,,INZPERA HEALTH SCIENCES LTD,FMCG,AYURVEDIC,
CUR0210,CURCON GEL 70G,,DRJOHN'S LAB PHARMA PVT LTD,PHARMA,OINTMENT,
CUR0305,CURCUBLU TAB 10'S,,LIFE VISION MEDICARE PVT LTD,PHARMA,TABLET,
CUR0320,CURACTIVE TAB 10'S,,HIND BIOSCIENCE,PHARMA,TABLET,
CUR0329,CURODIA RETARD 20 TAB 10'S,,CURIS LIFECARE,PHARMA,TABLET,
CUR0332,CURICAM TAB 30'S (CAMKAN),,CAMKAN HEALTH CARE PVT LTD,FMCG,AYURVEDIC,
CUR0343,CUREJOY SOFTGEL CAP 10'S,,SATURN PHARMACEUTICALS PVT LTD,PHARMA,CAPSULE,
CUR0351,CURKEY CITRUS FLAV SYRUP 60ML,,INZPERA HEALTH SCIENCES LTD,PHARMA,SYRUP,
CUR0356,CURCUFIT TAB,,3M INDIA LTD,PHARMA,TABLET,
CUT0006,CUTISOFT  10GM CREAM,,IPCA LABORATORIES PVT LTD,PHARMA,OINTMENT,
CUT0031,CUTISORB 10*10CM,,BEIE-BEIERSDORF INDIA LIMITE,SURGICAL,CONSUMABLES,
CUT0043,CUTISORB 10CM X 20CM,,BDF-BEIERS DORF INDIA LTD,SURGICAL,CONSUMABLES,
CUT0051,CUTEE 400MG CAP 10'S,,TALENT INDIA LTD,PHARMA,TABLET,
CUT0107,CUTIGLOS SHAMPOO 75ML,,CUTIK MEDICARE PVT LTD,FMCG,PERSONAL CARE,
CUT0145,CUTIRINZ 70ML FACE WASH,,IPCA LABORATORIES PVT LTD,FMCG,PERSONAL CARE,
CUT0161,CUTIWASH FOAMING FACE WASH 60ML,,IPCA LABORATORIES PVT LTD,FMCG,PERSONAL CARE,
CUT0162,CUTIWASH SOFT FOAMING 60ML FACE WASH,,MICRO LABS LTD,FMCG,PERSONAL CARE,
CUT0166,CUTIMAX CREAM 50G,,IPCA LABORATORIES PVT LTD,PHARMA,OINTMENT,
CUT0168,CUTIMAX 150GM CREAM,,IPCA LABORATORIES PVT LTD,PHARMA,OINTMENT,
CUT0196,CUTICOLOR HAIR COLORING 60GM CREAM (BLACK),,CADI-CADILA LABORATORIES LTD,FMCG,OINTMENT,
CUT0197,CUTICOLOR  HAIR COLORING 60GM CREAM (DARK BROWN),,CADI-CADILA LABORATORIES LTD,FMCG,OINTMENT,
CUT0208,CUTIYT G 50ML LOTION,,IPCA LABORATORIES PVT LTD,PHARMA,LIQUID,
CUT0209,CUTIWHITE 100GM SPF-30+ SUNSCREEN LOTION,,LIVIA HEALTHCARE LLP,PHARMA,LIQUID,
CUT0211,CUTIWHITE 250MG CAP 10'S,,LIVIA HEALTHCARE LLP,PHARMA,CAPSULE,
CUT0215,CUTIMAX 100ML LOTION,,IPCA LABORATORIES PVT LTD,PHARMA,OINTMENT,
CUT0221,CUTICAPIL 75ML HAIR SERUM,,TORRENT PHARMACEUTICALS LTD,FMCG,LIQUID,
CUT0225,CUTISOFT 1%W/W CREAM 15G,,IPCA LABORATORIES PVT LTD,PHARMA,OINTMENT,
CUT0229,CUTISOFT 1%W/V LOTION 50ML,,IPCA LABORATORIES PVT LTD,PHARMA,LOTION,
CUT0233,CUTICOLOR QUICK HAIR COLORING CREAM BLACK 60G,,ZYDUS CADILA HEALTHCARE LTD,PHARMA,LOTION,
CUT0234,CUTICOLOR QUICK HAIR COLORING CREAM DARK BROWN 60G,,ZYDUS CADILA HEALTHCARE LTD,PHARMA,LOTION,
CUT0236,CUTIS OIL 60ML (VASU),,VASU HEALTH CARE LTD,FMCG,AYURVEDIC,
CUT0255,CUTIMAX-O LOTION 200G,,IPCA LABORATORIES PVT LTD,PHARMA,LOTION,
CUT0257,CUTIWIN CREAM 10G,,CUTIK MEDICARE PVT LTD,PHARMA,OINTMENT,
CUT0270,CUTISORB EYE PADS (ESSITY),,ESSITY INDIA PVT LTD,SURGICAL,CONSUMABLES,
CUZ0020,CUZYME GOLD VEG CAP 30'S,,CURETOOL PHARMACEUTICAL,PHARMA,CAPSULE,
CVB0001,CV-BIO TAB 10'S,,SKARS HEALTHCARE PVT LTD,PHARMA,TABLET,
CVC0009,CVCAL-D TAB 15'S,,AXHILTH REMEDIES PVT LTD,PHARMA,TABLET,
CVI0006,C-VIT LIPOSOMAL SERUM 30ML,,SESDERMA INDIA PVT LTD,PHARMA,LIQUID,
CWA0002,CWAX EAR DROPS 10ML,,ADONIS LABORATORIES PVT LTD,PHARMA,DROPS,
CWI0001,C WIN 1%W/W CREAM 30G,,SUN PHARMACEUTICAL INDUSTRIES LTD,PHARMA,OINTMENT,
CWI0002,C WIN 1%W/W CREAM 60G,,SUN PHARMACEUTICAL INDUSTRIES LTD,PHARMA,OINTMENT,
CWI0003,CWIN SHAMPOO 100ML,,SUN PHARMACEUTICAL INDUSTRIES LTD,PHARMA,SHAMPOO,
CWI0004,CWIN 1%W/W LOTION 30ML,,SUN PHARMACEUTICAL INDUSTRIES LTD,PHARMA,LOTION,
CYB0003,CYBLEX 30 XR TAB 15'S,,ERIS LIFE SCIENCES LTD,PHARMA,TABLET,
CYB0004,CYBLEX M 60 XR TAB 10'S,,ERIS LIFE SCIENCES LTD,PHARMA,TABLET,
CYB0011,CYBLEX 80 TAB 15'S,,ERIS LIFE SCIENCES LTD,PHARMA,TABLET,
CYB0014,CYBLEX M 80 TAB 10'S,,ERIS LIFE SCIENCES LTD,PHARMA,TABLET,
CYB0016,CYBLEX MV 80.2 TAB 10'S,,ERIS LIFE SCIENCES LTD,PHARMA,TABLET,
CYB0017,CYBLEX MV 80.3 TAB 10'S,,ERIS LIFE SCIENCES LTD,PHARMA,TABLET,
CYB0019,CYBLEX M 80 TAB 15'S,,ERIS LIFE SCIENCES LTD,PHARMA,TABLET,
CYB0020,CYBLEX 60 XR TAB 15'S,,ERIS LIFE SCIENCES LTD,PHARMA,TABLET,
CYB0021,CYBLEX MV 80.3 TAB 15'S,,ERIS LIFE SCIENCES LTD,PHARMA,TABLET,
CYB0023,CYBLEX MV 80.2 TAB 15'S,,ERIS LIFE SCIENCES LTD,PHARMA,TABLET,
CYB0024,CYBLEX 30 XR TAB 15'S ***,,ERIS LIFE SCIENCES LTD,PHARMA,TABLET,
CYB0025,CYBLEX MV 40.2 TAB 15'S,,ERIS LIFE SCIENCES LTD,PHARMA,TABLET,
CYB0027,CYBLEX MV 40.3 TAB 15'S,,ERIS LIFE SCIENCES LTD,PHARMA,TABLET,
CYB0028,CYBLEX 40 TAB 15'S,,ERIS LIFE SCIENCES LTD,PHARMA,TABLET,
