item_code,brand_x,brand_y,id,mrp,Apollo code,Apollo brand,manufacturer
FOR0515,forisil veg cap 20's,forisil veg capsule 20s,379528,25,FOR0515,forisil veg cap 20's,PHARAMANOVA SPECIALITIES PVT LTD
FOR0526,fortisil osa 100 veg cap 10's,fortisil osa 100mg veg capsule 10s,381701,69.9,FOR0526,fortisil osa 100 veg cap 10's,ADROIT HEALTHCARE PVT LTD
FUN0220,funzi it sb 65mg cap 10's,funzi it sb 65mg capsule 10s,383070,14.64,FUN0220,funzi it sb 65mg cap 10's,CORONA REMEDIES PVT LTD
FUN0221,funzi it sb 130mg cap 10's,funzi it sb 130mg capsule 10s,383071,23,FUN0221,funzi it sb 130mg cap 10's,CORONA REMEDIES PVT LTD
FUN0223,fungoza-it 200 cap 10's,fungoza it 200 capsule 10s,379401,26.5,FUN0223,fungoza-it 200 cap 10's,MRL PHARMA PVT LTD
G2V0001,g2v3 cap 10's,g2v3 capsule 10s,378812,24,G2V0001,g2v3 cap 10's,CENTAUR PHARMACETICALS PVT LTD
GAR0191,garcini cap 10's,garcini capsule 10s,199708,1.08,GAR0191,garcini cap 10's,A.V.GUPTA & CO.PVT.LTD.
GAR0377,garlic pearls  cap 10's,garlic pearls capsule 10s,199725,1.5,GAR0377,garlic pearls  cap 10's,SUNPHARMACEUTICALINDUSTRIESOTC
GAR0441,garbolim ca cap 10's,garbolim ca capsule 10s,199701,29.98,GAR0441,garbolim ca cap 10's,MOVA PHARMACEUTICALS PVT LTD
GAS0174,gastocid-dsr cap 10's,gastocid dsr capsule 10s,379073,8.8,GAS0174,gastocid-dsr cap 10's,HUMAN RISE PHARMA PVT LTD
GLO0185,glohem tr cap(1x15),glohem capsule tr 15s,203209,4,GLO0185,glohem tr cap(1x15),J B CHEMICALS & PHARMACEUTICALS LTD
GRA0327,grabocal-gold softgel cap 10's,grabocal gold softgel capsule 10s,381108,25,GRA0327,grabocal-gold softgel cap 10's,AAURA CARE PHARMACEUTICAL PVT LTD
GRA0344,gramodox cap 10's,gramodox capsule 10s,378765,9.9,GRA0344,gramodox cap 10's,OXIRLCH HEALTHCARE PVT LTD
GUD0017,himalaya guduchi capsules 60's,himalaya guduchi capsule 60s,376922,100,GUD0017,himalaya guduchi capsules 60's,THE HIMALAYA DRUG COMPANY-(WELLNESS)
HEA0512,health-b12 softgel cap 10's,health b12 softgel capsule 10s,381194,28.5,HEA0512,health-b12 softgel cap 10's,HOUSTON SCIENTIFIC
HIM0191,himalaya gokshura capsules 60's,himalaya gokshura capsule 60s,380999,152,HIM0191,himalaya gokshura capsules 60's,THE HIMALAYA DRUG COMPANY-(WELLNESS)
HIM0218,himalaya sunthi capsules 60's,himalaya sunthi capsule 60s,211071,100.2,HIM0218,himalaya sunthi capsules 60's,THE HIMALAYA DRUG COMPANY-(WELLNESS)
HIR0015,hirabezol-d cap 10's,hirabezol d capsule 10s,381160,7.99,HIR0015,hirabezol-d cap 10's,UNIX HEALTH CARE
HOD0002,hodrex 500mg cap 10's,hodrex 500mg capsule 10s,379372,13.4,HOD0002,hodrex 500mg cap 10's,AXIOMMAX ONCOLOGY PVT LTD
HOS0003,hostacycline 250mg cap 10's,hostacycline 250mg capsule 10s,211759,1.13,HOS0003,hostacycline 250mg cap 10's,AVENTIS PHARMA
IBR0005,ibrunat 140mg cap 30's,ibrunat 140mg capsule 30s,380426,9500,IBR0005,ibrunat 140mg cap 30's,NATCO PHARMA LTD
IMU0095,imuxtra cap 60's,imuxtra capsule 60s,378352,2690,IMU0095,imuxtra cap 60's,AUREATE HEALTHCARE PVT LTD
IRE0018,iret-10mg cap 10's,iret 10 mg capsule 10s,215937,9.5,IRE0018,iret-10mg cap 10's,ADCOCK INGRAM HEALTHCARE PVT LTD
ITR0029,itrasys 200mg cap 2's,itrasys 200 capsule 2s,216786,18,ITR0029,itrasys 200mg cap 2's,H&H PHARMACEUTICALS LTD
ITR0049,itrabond 100 cap 4's,itrabond 100 capsule 4s,216615,4.9,ITR0049,itrabond 100 cap 4's,BRINTON PHARMACEUTICAL PVT LTD
ITR0059,itragen-200mg cap 4's,itragen 200mg capsule 4s,216685,19.6,ITR0059,itragen-200mg cap 4's,MACLEODS PHARMACEUTICALS LTD
ITR0067,itrastar 200mg cap 4's,itrastar 200mg capsule 4s,216778,35,ITR0067,itrastar 200mg cap 4's,WALLACE PHARMACEUTCALS LTD
ITR0068,itrastar 100mg cap 4's,itrastar 100mg capsule 4s,216775,18,ITR0068,itrastar 100mg cap 4's,WALLACE PHARMACEUTCALS LTD
ITR0099,itracyp-100mg cap 4's,itracyp 100mg capsule 4s,216646,90,ITR0099,itracyp-100mg cap 4's,ICEBERG HEALTHCARE PVT LTD
ITR0104,itrapex 100mg cap 7's,itrapex 100 capsule 7s,216750,12,ITR0104,itrapex 100mg cap 7's,APEX LABORATORIES LTD
ITR0118,itragreat-200mg cap 4's,itragreat 200 capsule 4s,216693,33,ITR0118,itragreat-200mg cap 4's,LIFESTAR PHARMA PVT LTD
ITR0376,itromed-100 cap 10's,itromed 100mg capsule 10s,380184,18.5,ITR0376,itromed-100 cap 10's,LEEFORD HEALTH CARE LTD
ITR0409,itradus 200mg cap 10's,itradus 200mg capsule 10s,381902,43.75,ITR0409,itradus 200mg cap 10's,ZYDUS PHARMA LTD
JOL0064,jolyrab-dsr cap 10's,jolyrab dsr capsule 10s,378422,9.8,JOL0064,jolyrab-dsr cap 10's,ALGEN HEALTHCARE LTD
KER0138,kerashine new softgel cap 15's,kerashine new softgel capsule 15s,380679,21.33,KER0138,kerashine new softgel cap 15's,SYSCUTIS HEALTHCARE PVT LTD
KLO0006,klox 500mg cap 10's,klox 500mg capsule 10s,222539,6,KLO0006,klox 500mg cap 10's,HETERO DRUGS LTD
KOQ0002,koq cap 10's,koq capsule 10s,378978,39.9,KOQ0002,koq cap 10's,BIOBERICA LABS INDIA PVT LTD
LAN0006,lanspro 15mg dt caps 10's,lanspro 15mg capsule 10s,224730,5.25,LAN0006,lanspro 15mg dt caps 10's,IND SWIFT LTD
LEN0112,lenvatol 10 cap 10's,lenvatol 10mg capsule 10s,380337,399.5,LEN0112,lenvatol 10 cap 10's,CIPLA LTD
LEN0124,lenvakast-10 cap 10's,lenvakast 10mg capsule 10s,381665,319.5,LEN0124,lenvakast-10 cap 10's,APRAZER HEALTHCARE PVT LTD
LEN0128,lenva 4mg cap 10's,lenva 4mg capsule 10s,382465,220,LEN0128,lenva 4mg cap 10's,HETERO HEALTHCARE LTD
LEP0001,leptos 10mg cap 15's,leptos 10 capsule 15s,226354,3.75,LEP0001,leptos 10mg cap 15's,ABBOTT INDIA LIMITED
LOL0002,lol sr 40mg cap 10's,lol 40mg capsule sr 10s,229811,3.24,LOL0002,lol sr 40mg cap 10's,MANO PHARMA PVT LTD
LUT0004,lutivit cap 10's,lutivit capsule 10s,382122,17.2,LUT0004,lutivit cap 10's,MICRO LABS LTD
LYC0020,lyco 4 cap 10's,lyco 4 capsule 10s,232530,9.45,LYC0020,lyco 4 cap 10's,ADONIS LABORATORIES PVT LTD
LYC0091,lycosim cap 10's,lycosim capsule 10s,232669,7.5,LYC0091,lycosim cap 10's,ZYDUS CADILA HEALTHCARE LTD
M2V0001,m2vgold-9g softgel cap 10's,m2vgold 9g softgel capsule 10s,379868,28,M2V0001,m2vgold-9g softgel cap 10's,ROSA LIFE SCIENCES
MAN0480,mantedanib-150 softgel cap 10's,mantedanib 150mg softgel capsule 10s,380931,90,MAN0480,mantedanib-150 softgel cap 10's,MANKIND PHARMA
MAX0161,maxifol cap (1x15),maxifol capsule 15s,235569,2.32,MAX0161,maxifol cap (1x15),SUN PHARMACEUTICAL INDUSTRIES LTD
MEC0094,mecomulty cap 10's,mecomulty capsule 10s,236362,8.6,MEC0094,mecomulty cap 10's,BIO PRODUCT LABORATORY LTD
MEG0175,megastar cap 10's,megastar capsule 10s,237743,13.5,MEG0175,megastar cap 10's,DUMMY
MEG0477,megabit-plus softgel cap 10's,megabit plus softgel capsule 10s,381775,39.9,MEG0477,megabit-plus softgel cap 10's,BRITTCO PHARMA CARE
MEN0164,menoquil cap 30s,menoquil capsule 30s,380489,3052,MEN0164,menoquil cap 30s,GENERIX LIFESCIENCES PVT LTD
MET0004,met-neurobion cap 10's,met neurobion capsule 10s,239713,8.99,MET0004,met-neurobion cap 10's,MERCK LTD
MIR0185,miracle-plus cap 10's,miracle plus capsule 10s,241760,15,MIR0185,miracle-plus cap 10's,AZILLIAN HEALTHCARE PVT LTD
MIT0136,mitostar softgel cap 10's,mitostar softgel capsule 10s,381873,64,MIT0136,mitostar softgel cap 10's,HIMEROS PHARMACEUTICALS PVT LTD
MOL0103,molnaflu 200mg cap 40's,molnaflu 200mg capsule 40s,381655,1999,MOL0103,molnaflu 200mg cap 40's,AUROBINDO PHARMA
MOL0114,molnudac 200 cap 40's,molnudac 200mg capsule 40s,380316,1399,MOL0114,molnudac 200 cap 40's,ZYDUS PHARMA LTD
MOV0139,movfor 200mg cap 40's,movfor 200mg capsule 40s,380663,2490,MOV0139,movfor 200mg cap 40's,HETERO DRUGS LTD
MUL0108,multizac cap 10's,multizac capsule 10s,246018,4.5,MUL0108,multizac cap 10's,A R K COMPANY
NAU0015,nauging b6 cap 10's,nauging b6 capsule 10s,249708,5,NAU0015,nauging b6 cap 10's,FOURRTS (INDIA) LABORATORIES PVT LTD
NE40002,ne-400 softgel cap 15's,ne 400mg softgel capsule 15s,380871,10.33,NE40002,ne-400 softgel cap 15's,CACHET PHARMACEUTICALS PVT LTD
NEU0026,neurotrat cap 10's,neurotrat capsule 10s,251841,0.96,NEU0026,neurotrat cap 10's,ZYDUS CADILA HEALTHCARE LTD
NIF0031,niftran 100mg cap 20's,niftran 100mg capsule 20s,253335,9.66,NIF0031,niftran 100mg cap 20's,SUN PHARMACEUTICAL INDUSTRIES LTD
NOG0013,nogacid d cap 15's,nogacid d capsule 15s,376970,7.03,NOG0013,nogacid d cap 15's,ZYDUS CADILA HEALTHCARE LTD
NOK0024,nokver-100mg cap 4's,nokver 100 capsule 4s,255383,15.75,NOK0024,nokver-100mg cap 4's,LA PRISTINE BIOCEUTICALS LTD
NOM0077,nomo cr cap 10's,nomo capsule cr 10s,255480,6.1,NOM0077,nomo cr cap 10's,RAPROSS PHARMACEUTICALS PVT LTD
NOR0483,nortipan-dm cap 10's,nortipan dm capsule 10s,381314,19.9,NOR0483,nortipan-dm cap 10's,MEDLEY PHARMACEUTICALS PVT LTD
NUR0497,nurodoxine cap 10's,nurodoxine capsule 10s,382046,35,NUR0497,nurodoxine cap 10's,CLINZERV PHARMACEUTICALS PVT LTD
OCU0070,ocuwel cap 15's,ocuwel capsule 15s,259842,19,OCU0070,ocuwel cap 15's,FDC LTD
OMP0004,omper - d cap 10's,omper d capsule 10s,263724,4.55,OMP0004,omper - d cap 10's,UNICHEM LABORATORIES LTD.
OXI0068,oxitard cap 10's,oxitard capsule 10s,362462,5.1,OXI0068,oxitard cap 10's,THE HIMALAYA DRUG COMPANY-(PHARMA)
OXI0103,oxicare cap 10's,oxicare capsule 10s,268295,6.5,OXI0103,oxicare cap 10's,DUMMY
OXY0073,oxyban cap 15's,oxyban capsule 15s,268597,4,OXY0073,oxyban cap 15's,KEE PHARMA LTD
OXY0344,oxyzen-q-10 softgel cap 10's,oxyzen q 10 softgel capsule 10s,379878,45,OXY0344,oxyzen-q-10 softgel cap 10's,SYMBIOSIS PHARMACEUTICALS PVT LTD
PAN1035,pantas-dsr cap 10's,pantas dsr capsule 10s,378506,6.5,PAN1035,pantas-dsr cap 10's,TEXAS PHARMACEUTICALS PVT LTD
PEN0495,penhex-dsr cap 10's,penhex dsr capsule 10s,378953,12,PEN0495,penhex-dsr cap 10's,AMNICURE HEALTHCARE PVT LTD
PHE0146,pherol-400mg softgel cap 10's,pherol 400mg softgel capsule 10s,378678,20,PHE0146,pherol-400mg softgel cap 10's,AMBRONS PHARMA PVT LTD
POW0065,power d3 60k cap 4's,power d3 60k capsule 4s,278426,25,POW0065,power d3 60k cap 4's,UNICHEM LABORATORIES LTD.
PRA0388,prabin-m 75/750 cap 10's,prabin m 75mcg/750mcg capsule 10s,380662,14,PRA0388,prabin-m 75/750 cap 10's,HETERO HEALTHCARE LTD
PRE0707,pregabanyl plus cap 10's,pregabanyl plus capsule 10s,381256,10,PRE0707,pregabanyl plus cap 10's,LEEFORD HEALTH CARE LTD
PRE1230,prebiotic cap 10's,prebiotic capsule 10s,382316,11.8,PRE1230,prebiotic cap 10's,MED LABROTORIES PVT LTD
PRI0516,primajoy softgel cap 10's,primajoy softgel capsule 10s,380858,28,PRI0516,primajoy softgel cap 10's,BOSNER LIFESCIENCES PVT LTD
PRI0598,primcyv 125mg cap 21's,primcyv 125mg capsule 21s,378650,95000,PRI0598,primcyv 125mg cap 21's,DR REDDY'S LABORATORIES
PRO0253,protera-d cap 10's,protera d capsule 10s,281745,8.3,PRO0253,protera-d cap 10's,LUPIN LABORATORIES LTD
PRO0420,probiotic cap 10's,probiotic capsule 10s,381667,5.9,PRO0420,probiotic cap 10's,LEVIN LIFESCIENCES PVT LTD
PRO1717,probit cap 10's,probit capsule 10s,280664,54,PRO1717,probit cap 10's,STADIA BIOTECH PVT LTD
PRO1834,probiart cap 10s,probiart capsule 10s,280651,42.3,PRO1834,probiart cap 10s,MEDIARKA LIFE SCIENCES PVT LTD
PRO1901,pro-beptic cap 10's,pro beptic capsule 10s,280640,18,PRO1901,pro-beptic cap 10's,DUMMY
PRO2536,pro-z cap 10's,pro z capsule 10s,280577,13.5,PRO2536,pro-z cap 10's,KUM-KUMAR PRODUCT
PUR0306,pure nutrition lung detox cap 60's,pure nutrition lung detox capsule 60s,381179,1799,PUR0306,pure nutrition lung detox cap 60's,HER-HERBS
QRA0005,qrahep cap 10's,qrahep capsule 10s,380371,49,QRA0005,qrahep cap 10's,LA RENON HEALTHCARE PVT LTD
QSO0009,q-some softgel cap 10's,q some softgel capsule 10s,379703,59,QSO0009,q-some softgel cap 10's,NUCLEOSOME CARE PHARMA LLP
RAB0254,rabiplus cap 10's,rabiplus capsule 10s,285298,9,RAB0254,rabiplus cap 10's,WANBURY LTD
RAB1098,rabidone dsr cap 10's,rabidone dsr capsule 10s,376781,8.2,RAB1098,rabidone dsr cap 10's,MAKERS LABORATORIES LTD
RAB1420,rabomas-lsr cap 10's,rabomas lsr capsule 10s,378913,19.58,RAB1420,rabomas-lsr cap 10's,MASCOT HEALTH SEIRES PVT LTD
RAB1456,rabekath-dsr cap 10's,rabekath dsr capsule 10s,378781,8.4,RAB1456,rabekath-dsr cap 10's,KATHKIN LIFESCIENCES
RAB1505,rabesome-20 cap 10's,rabesome 20mg capsule 10s,379706,10.9,RAB1505,rabesome-20 cap 10's,NUCLEOSOME CARE PHARMA LLP
RAB1591,rabibol-dsr cap 10's,rabibol dsr capsule 10s,381167,9.2,RAB1591,rabibol-dsr cap 10's,PICTUS PHARMACEUTICAL PVT LTD
RAM0041,ramihart 2.5mg cap 7's,ramihart 2.5 capsule 7s,286443,3.62,RAM0041,ramihart 2.5mg cap 7's,MANKIND PHARMA
RBP0004,rb-plus cap 10's,rb plus capsule 10s,287389,11,RBP0004,rb-plus cap 10's,ROYAL LAB
REC0082,recovit total cap 15's,recovit total capsule 15s,287937,6.65,REC0082,recovit total cap 15's,LUPIN LABORATORIES LTD
REC0310,recoup cap 10's,recoup capsule 10s,382884,18,REC0310,recoup cap 10's,FAITH PHARMACEUTICALS LTD
RET0104,retinox d cap 10's,retinox d capsule 10s,290160,11,RET0104,retinox d cap 10's,AJANTA PHARMA LTD
RIC0204,richsun-d3 60k softgel cap 4's,richsun d3 60k softgel capsule 4s,379836,28.75,RIC0204,richsun-d3 60k softgel cap 4's,LIFEZEST PHARMACEUTICAL PVT LTD
RIV0003,rivamer 4.5 mg cap 10's,rivamer 4.5mg capsule 10s,292088,11.7,RIV0003,rivamer 4.5 mg cap 10's,SUN PHARMACEUTICAL INDUSTRIES LTD
ROP0053,ropez dsr cap 10's,ropez dsr capsule 10s,293013,7.9,ROP0053,ropez dsr cap 10's,ADONIS LABORATORIES PVT LTD
ROS0888,rosi-q 300mg softgel cap 10's,rosi q 300mg softgel capsule 10s,380811,119.9,ROS0888,rosi-q 300mg softgel cap 10's,EDURA PHARMACEUTICALS PVT LTD
ROZ0263,rozfirst-gold 10mg cap 10's,rozfirst gold 10mg capsule 10s,379225,11.4,ROZ0263,rozfirst-gold 10mg cap 10's,SINSAN PHARMACEUTICALS PVT LTD
ROZ0264,rozfirst-gold 20mg cap 10's,rozfirst gold 20mg capsule 10s,381521,16,ROZ0264,rozfirst-gold 20mg cap 10's,SINSAN PHARMACEUTICALS PVT LTD
RUB0035,rubragran cap 10's,rubragran capsule 10s,294823,3.74,RUB0035,rubragran cap 10's,SARABHAI CHEMICALS PVT LTD
SAP0059,sapcal softgel cap 10's,sapcal softgel capsule 10s,378750,11,SAP0059,sapcal softgel cap 10's,SPA BIOLOGICAL LABS
SHE0155,shelgut pro cap 10's,shelgut pro capsule 10s,379894,15,SHE0155,shelgut pro cap 10's,VIENTO HEALTHCARE LTD
SKI0038,skin o2  cap 10's,skin o2 capsule 10s,313280,17,SKI0038,skin o2  cap 10's,ELDER PHARMACEUTICALS LTD
SOM0118,somaday-dsr cap 10's,somaday dsr capsule 10s,382827,7.87,SOM0118,somaday-dsr cap 10's,KAYRA INNOPHARM PVT LTD
SOM0119,somaday-l cap 10's,somaday l capsule 10s,382834,19.8,SOM0119,somaday-l cap 10's,KAYRA INNOPHARM PVT LTD
SUB0088,subitral 50 cap 10's,subitral 50mg capsule 10s,379489,9,SUB0088,subitral 50 cap 10's,INDOCO REMEDIES LTD
SUB0089,subitral ds 100 cap 10's,subitral ds 100 capsule 10s,379477,15,SUB0089,subitral ds 100 cap 10's,INDOCO REMEDIES LTD
SUP0431,super power cap 10's,super power capsule 10s,319203,8.3,SUP0431,super power cap 10's,SEARCH ORBIS PHARMACEUTICALS PVT LTD
SYS0055,sysfol - active cap 10's,sysfol active capsule 10s,382247,8.5,SYS0055,sysfol - active cap 10's,SYSTOPIC LABORATORIESS PVT LTD
TAG0003,himalaya tagara capsules 60's,himalaya tagara capsule 60s,381046,2.5,TAG0003,himalaya tagara capsules 60's,THE HIMALAYA DRUG COMPANY-(WELLNESS)
THR0002,thrive - g   cap 10's,thrive g capsule 10s,326080,7.3,THR0002,thrive - g   cap 10's,ELDER PHARMACEUTICALS LTD
TOF0026,toff plus cap 10's,toff plus capsule 10s,327255,6.99,TOF0026,toff plus cap 10's,PANACEA BIOTEC LTD
TOF0058,toferrin cap 10's,toferrin capsule 10s,378973,29.9,TOF0058,toferrin cap 10's,BIOBERICA LABS INDIA PVT LTD
TOP0400,topan-dsr cap 10's,topan dsr capsule 10s,327583,7.9,TOP0400,topan-dsr cap 10's,LAKSUN LIFE SCIENCES
TRI0075,tricobal cap 10's,tricobal capsule 10s,329529,11,TRI0075,tricobal cap 10's,GENO PHARMACEUTICALS LTD
UBA0004,ubalfa cap 10's,ubalfa capsule 10s,379459,60,UBA0004,ubalfa cap 10's,ALNICHE LIFE SCIENCES PVT LTD
UNI0193,union cap 130's,union capsule 130s,333485,9.81,UNI0193,union cap 130's,AERAN LAB INDIA PVT LTD
UTI0051,utiremede cap 60's,utiremede capsule 60s,380491,5595,UTI0051,utiremede cap 60's,MEDULLA PHARMACEUTICALS PVT LTD
VEE0058,veenat 100 mg cap 120's,veenat 100 capsule 120s,336441,10260,VEE0058,veenat 100 mg cap 120's,NATCO PHARMA LTD
VIB0011,vibelan forte cap 10's,vibelan forte capsule 10s,337635,15.53,VIB0011,vibelan forte cap 10's,ABBOTT INDIA LIMITED
VIB0042,vibact ibs  cap 10's,vibact ibs capsule 10s,337614,32.5,VIB0042,vibact ibs  cap 10's,USV LTD
VIM0022,viminta gold cap 10's,viminta gold capsule 10s,338015,17.5,VIM0022,viminta gold cap 10's,MOLEKULE (INDIA) PVT LTD
VIT0029,vitminac cap 10's,vitminac capsule 10s,339330,5.3,VIT0029,vitminac cap 10's,MANO PHARMA PVT LTD
VIT0043,vitamer ea cap 10's,vitamer ea capsule 10s,339050,11.88,VIT0043,vitamer ea cap 10's,MICRO LABS LTD
VIT1173,vitamin-ee 400 softgel cap 10's,vitamin ee 400mg softgel capsule 10s,381529,3.75,VIT1173,vitamin-ee 400 softgel cap 10's,CULEUM LIFE SCIENCES (CLS)
VLQ0001,vlq-plus softgel cap 10's,vlq plus softgel capsule 10s,378664,26.9,VLQ0001,vlq-plus softgel cap 10's,MIBSONS PHARMACEUTICALS PVT LTD
WHO0007,wholesum cap 15's,wholesum capsule 15s,342693,7.26,WHO0007,wholesum cap 15's,PANACEA BIOTEC LTD
XEQ0001,xeq-10 softgel cap 10's,xeq 10 softgel capsule 10s,378957,70,XEQ0001,xeq-10 softgel cap 10's,BIOHEX LIFESCIENCES LTD
ZED0104,zedvion gold softgel cap 10's,zedvion gold softgel capsule 10s,382329,119.9,ZED0104,zedvion gold softgel cap 10's,VENOVA PHARMACEUTICALS PVT LTD
ZOR0122,zorich cap 10's,zorich capsule 10s,349879,14.5,ZOR0122,zorich cap 10's,GENECAESSENTIA LIFE SCIENCES INC
ZTI0002,zti-sb 50 cap 10's,zti sb 50mg capsule 10s,378184,13.5,ZTI0002,zti-sb 50 cap 10's,IPCA LABORATORIES PVT LTD
ZTI0003,zti-sb 100 cap 10's,zti sb 100mg capsule 10s,378185,24,ZTI0003,zti-sb 100 cap 10's,IPCA LABORATORIES PVT LTD
CLO1307,clonorest-0.5mg md tab 15's,clonorest 0.5mg tablet 15s.,377036,3.27,CLO1307,clonorest-0.5mg md tab 15's,ALTEUS BIOGENICS PVT LTD
ILA0005,ilaz new tab 10's ***,new ilaz tablet 10s,252110,21.4,ILA0005,ilaz new tab 10's ***,ZYDUS CADILA HEALTHCARE LTD
ILA0028,ilaz new tab 10's,new ilaz tablet 10s,252110,13.5,ILA0028,ilaz new tab 10's,ZYDUS CADILA HEALTHCARE LTD
LIP0329,lipiout-f 10/160mg tab 10's,lipiout f 160mg/10mg tablet 10s,382978,18,LIP0329,lipiout-f 10/160mg tab 10's,FOREGEN HEALTHCARE LTD
NEW0112,vehycal new tab 10's ***,new vehycal tablet 10s,252235,9.64,NEW0112,vehycal new tab 10's ***,3M INDIA LTD
NUT0729,nutriepic kit tab 20's,nutriepic tablet 20s kit,381585,335,NUT0729,nutriepic kit tab 20's,D-CURE PHARMACEUTICALS PVT LTD
TEL1909,teldawn amh 40/12.5/5mg tab 10's,teldawn amh 40mg/5mg/12.5mg tablet 10s,383095,13,TEL1909,teldawn amh 40/12.5/5mg tab 10's,FUSION HEALTH CARE PVT LTD
AGI0031,agidol 1.5 plus tab 10's,agidol plus 1.5mg tablet 10s,106534,2.95,AGI0031,agidol 1.5 plus tab 10's,AGM BIOTECH PVT LTD
CAL0606,calcium sandoz chocolate tab 30's,calcium sandoz tablet 30s chocolate,143984,3.16,CAL0606,calcium sandoz chocolate tab 30's,NOVARTIS INDIA LTD
CTD0036,ctd-mt 6.25/25/40 tab 10's,ctd mt 6.25mg/25mg/40mg tablet 10s.,377974,11.04,CTD0036,ctd-mt 6.25/25/40 tab 10's,IPCA LABORATORIES PVT LTD
FEX0248,fexair m 120/10 tab 10's,fexair m 10mg/120mg tablet 10s,380452,19.25,FEX0248,fexair m 120/10 tab 10's,TROIKAA PHARMACEUTICALS
ROS1166,rosycap-f 10/145 tab 15's,rosycap f 145mg/10mg tablet 15s,377076,17.2,ROS1166,rosycap-f 10/145 tab 15's,AKUMENTIS HEALTHCARE LTD
ZIT0104,zita-met plus 20mg/1000mg tab 10's,zita met plus 1000mg/20mg tablet 10s,348710,12.23,ZIT0104,zita-met plus 20mg/1000mg tab 10's,GLENMARK PHARMACEUTICAL LTD
1DE0003,1derful xt tab 10's,1derful xt tablet 10s,100032,7.9,1DE0003,1derful xt tab 10's,NEXTGEN HEALTH CARE PVT LTD
ACE0008,aceron sp tab 10's,aceron sp tablet 10s,102062,6.99,ACE0008,aceron sp tab 10's,CFL PHARMACEUTICALS LTD
ACE0392,acetazen tab 10's,acetazen tablet 10s,102096,28.25,ACE0392,acetazen tab 10's,ARETAEUS PHARMA PVT LTD
ACE0864,aceflam-mr tab 10's,aceflam mr tablet 10s,381340,7.41,ACE0864,aceflam-mr tab 10's,MICRO LABS LTD
ACL0080,acloveer 800mg tab 10's,acloveer 800mg tablet 10s,381342,28,ACL0080,acloveer 800mg tab 10's,KNOLL HEALTH CARE PVT LTD
ACO0098,acoxim-500 tab 6's,acoxim 500mg tablet 6s,379662,79.16,ACO0098,acoxim-500 tab 6's,ADELMO HEALTHCARE
ACU0142,acubact 625 tab 10's,acubact 625mg tablet 10s,378838,20.17,ACU0142,acubact 625 tab 10's,WINMARK HEALTHCARE PVT LTD
ADC0051,adclobaz 5mg md tab 10's,adclobaz 5mg tablet 10s,378670,4.82,ADC0051,adclobaz 5mg md tab 10's,HEALTH N U THERAPEUTICS PVT LTD
ADC0053,adclobaz 2.5mg md tab 10's,adclobaz 2.5mg tablet 10s,378657,2.74,ADC0053,adclobaz 2.5mg md tab 10's,HEALTH N U THERAPEUTICS PVT LTD
ADM0055,admenol-400mg tab 10's,admenol 400mg tablet 10s,381629,70,ADM0055,admenol-400mg tab 10's,ADICO HEALTHCARE PVT LTD
ADP0005,adp-5 tab 10's,adp 5mg tablet 10s,105619,2.46,ADP0005,adp-5 tab 10's,CAPLATE INDIA LTD
AKO0006,akort-30 tab 10's,akort 30mg tablet 10s,379990,32,AKO0006,akort-30 tab 10's,AUSKIN CARE
AKS0014,aksicef-500mg tab 6's,aksicef 500mg tablet 6s,380979,55,AKS0014,aksicef-500mg tab 6's,AKSIGEN HOSPITAL CARE
AKU0024,akusam-400mg tab 10's,akusam 400mg tablet 10s,380864,69.9,AKU0024,akusam-400mg tab 10's,HYBRAND PHARMACEUTICALS PVT LTD
ALB0012,albendazole 400mg tab 10's,albendazole 400mg tablet 10s,107135,10.42,ALB0012,albendazole 400mg tab 10's,GENERIX LIFESCIENCES PVT LTD
ALC0226,alcecal tab 10s ***,alcecal tablet 10s,385921,12,ALC0226,alcecal tab 10s ***,ALCEA BIOTECH PVT LTD
ALD0113,aldactone f tab 10's,aldactone-f tablet 10s,380533,8.12,ALD0113,aldactone f tab 10's,RPG LIFESCIENCES LTD
ALF0231,alfastat-10 tab 10's,alfastat 10 tablet 10s,379451,13.5,ALF0231,alfastat-10 tab 10's,ALNICHE LIFE SCIENCES PVT LTD
ALL0403,alles-500mg tab 30's,alles 500mg tablet 30s,381280,1629,ALL0403,alles-500mg tab 30's,ALLES GUETI PHARMACEUTICALS
ALL0442,allure plus tab 30's,allure plus tablet 30s,377070,2098,ALL0442,allure plus tab 30's,VOGUE PHARMACEUTICALS PVT LTD
ALM0072,almotan 12.5mg tab 4s,almotan 12.5 tablet 4s,108927,84,ALM0072,almotan 12.5mg tab 4s,MSN LABORATORIES LTD
ALO0331,aloja-m forte tab 10's,aloja m forte tablet 10s,379487,10.63,ALO0331,aloja-m forte tab 10's,INDOCO REMEDIES LTD
ALO0345,aloes compound tab.  50s,aloes compound tablet 50s,109156,76,ALO0345,aloes compound tab.  50s,3M INDIA LTD
ALV0143,alvenerve tab 10's,alvenerve tablet 10s,379584,27,ALV0143,alvenerve tab 10's,ALVEERA HEALTHCARE
ALV0146,alveglow tab 10's,alveglow tablet 10s,379583,69.5,ALV0146,alveglow tab 10's,ALVEERA HEALTHCARE
AML0335,amleod-at tab 10's,amleod at tablet 10s,381324,4.2,AML0335,amleod-at tab 10's,KNOLL HEALTH CARE PVT LTD
