item_code,brand,Master Catalogue name,medicine_type,exp_sku_brand,mod_brand,count_tab,exp_sku_brand2,exp_sku_brand3,exp_sku_brand4,pack,manufacturer,catg,subcatg,mrp
GLU0201,glucomeck tab,,tablet,glucomeck,glucomeck,1,glucomeck,glucomeck,glucomeck,1,MECK PHARMA,,,9.33
GLU0641,glutaeff s/f orange flav effervescent tab 20's,,tablet,glutaeff s/f orange flav effervescent,glutaeff s/f orange flav effervescent 20s,1,glutaeff s/f orange flav,glutaeff s/f orange,glutaeff s/f,1,MVM BIOSCIENCE PVT LTD,,,2490.0
GLU0693,gluzinc-c orange flav chew tab 10's,,tablet,gluzinc c orange flav chew,gluzinc c orange flav chew 10s,1,gluzinc c orange flav,gluzinc c orange,gluzinc c,10,ROWLINGES LIFESCIENCES PVT LTD,,,6.2
GLU0709,glucon-c immunofizz orange flav tab 20's,,tablet,glucon c immunofizz orange flav,glucon c immunofizz orange flav 20s,1,glucon c immunofizz orange,glucon c immunofizz,glucon c,1,ZYDUS WELLNESS LIMITED,,,390.0
GLU0797,gluta blast s/f orange flav effervescent tab 10's,,tablet,gluta blast s/f orange flav effervescent,gluta blast s/f orange flav effervescent 10s,1,gluta blast s/f orange flav,gluta blast s/f orange,gluta blast s/f,1,AARYAN HEALTH CARE PVT LTD,,,995.0
GLU0817,glucosogreen 1500 vanilla flav tab 90's,,tablet,glucosogreen 1500 vanilla flav,glucosogreen 1500 vanilla flav 90s,1,glucosogreen 1500 vanilla,glucosogreen 1500,glucosogreen,1,BLACKMORES LTD,,,2599.0
GLU0864,gluter 600/400/40 s/f lime& lemon flav effervescent tab 15's,,tablet,gluter 600/400/40 s/f lime& lemon flav effervescent,gluter 600/400/40 s/f lime& lemon flav effervescent 15s,1,gluter 600/400/40 s/f lime& lemon flav,gluter 600/400/40 s/f lime& lemon,gluter 600/400/40 s/f lime&,1,NUPER THERAPEUTICS,,,1100.0
GLY0823,glycopol-pe tab 15's (meditek),,tablet,glycopol pe,glycopol pe 15s meditek,1,glycopol,glycopol,glycopol,15,MEDITEK INDIA,,,33.27
GNC0007,gnc calcium plus magnesium & vitamin d3 600mg tab 180's,,tablet,gnc calcium plus magnesium & vitamin d3,gnc calcium plus magnesium & vitamin d3 600 180s,1,gnc calcium plus magnesium & vitamin,gnc calcium plus magnesium &,gnc calcium plus magnesium,1,GUA- GUARDIAN HEALTH CARE,,,1699.0
GNC0008,gnc women's hair skin & nails tab 120's,,tablet,gnc womens hair skin & nails,gnc womens hair skin & nails 120s,1,gnc womens hair skin &,gnc womens hair skin,gnc womens hair,1,GUA- GUARDIAN HEALTH CARE,,,2849.0
GNC0009,gnc mega men one daily tab 60's,,tablet,gnc mega men one daily,gnc mega men one daily 60s,1,gnc mega men one,gnc mega men,gnc mega,1,GUA- GUARDIAN HEALTH CARE,,,2399.0
GNC0021,gnc women's one daily multivitamin tab 60's,,tablet,gnc womens one daily multivitamin,gnc womens one daily multivitamin 60s,1,gnc womens one daily,gnc womens one,gnc womens,1,GUA- GUARDIAN HEALTH CARE,,,2399.0
GNC0030,gnc pro performnce zinc magnesium tab 60's,,tablet,gnc pro performnce zinc magnesium,gnc pro performnce zinc magnesium 60s,1,gnc pro performnce zinc,gnc pro performnce,gnc pro,1,GUA- GUARDIAN HEALTH CARE,,,999.0
GNC0036,gnc pro performance thermo burst hardcore tab 90's,,tablet,gnc pro performance thermo burst hardcore,gnc pro performance thermo burst hardcore 90s,1,gnc pro performance thermo burst,gnc pro performance thermo,gnc pro performance,1,GUA- GUARDIAN HEALTH CARE,,,1699.0
GNC0038,gnc mega men one daily tab 30's,,tablet,gnc mega men one daily,gnc mega men one daily 30s,1,gnc mega men one,gnc mega men,gnc mega,1,GUA- GUARDIAN HEALTH CARE,,,749.0
GNC0039,gnc women's one daily multivitamin tab 30's,,tablet,gnc womens one daily multivitamin,gnc womens one daily multivitamin 30s,1,gnc womens one daily,gnc womens one,gnc womens,1,GUA- GUARDIAN HEALTH CARE,,,849.0
GNC0059,gnc calcium plus magnesium & vitamin d3 1000mg tab 180's,,tablet,gnc calcium plus magnesium & vitamin d3,gnc calcium plus magnesium & vitamin d3 1000 180s,1,gnc calcium plus magnesium & vitamin,gnc calcium plus magnesium &,gnc calcium plus magnesium,1,GUA- GUARDIAN HEALTH CARE,,,1149.0
GNN0006,gnn ginkgo leaf 250mg 250 tab     4477,,tablet,gnn ginkgo leaf,gnn ginkgo leaf 250 4477,1,gnn ginkgo,gnn,gnn,1,HOLLAND AND BARRETT,,,1395.0
GOK0027,gokshuradi guggul tab 60's,,tablet,gokshuradi guggul,gokshuradi guggul 60s,1,gokshuradi,gokshuradi,gokshuradi,1,AYU-AYURVEDA RASAAHALA,,,1.66
GOK0028,gokshvradi guggulu tab 80's,,tablet,gokshvradi guggulu,gokshvradi guggulu 80s,1,gokshvradi,gokshvradi,gokshvradi,1,SHREE BAIDYANATH AYURVED BHAWAN PVT. LTD,,,1.71
GOL0019,goldcetabine  500mg  tab 10's,,tablet,goldce,goldce tabletine 500s 10s,2,goldce,goldce,goldce,10,GOL-GOLDSHIE,,,158.0
GOL0105,goldvestin 500 tab 10's,,tablet,goldvestin,goldvestin 500 10s,1,goldvestin,goldvestin,goldvestin,10,BRIO BLISS LIFE SCIENCE PVT LT,,,24.9
GOM0005,gomilk tablet,,tablet,gomilk,gomilk,1,gomilk,gomilk,gomilk,1,KARNATAKA SOAPS & DETERGENTS LIMITED,,,60.0
GOO0059,good morn plus tab 30's,,tablet,good morn plus,good morn plus 30s,1,good morn,good,good,30,DWD PHARMACEUTICALS LTD,,,5.77
GOR0002,avp gorochanadi gulika tab,,tablet,avp gorochanadi gulika,avp gorochanadi gulika,1,avp gorochanadi,avp,avp,1,ARYA VAIDYA SALA,,,3.82
GOR0015,goranchi vati 100 tablets sag,,tablet,goranchi vati,goranchi vati 100 sag,1,goranchi,goranchi,goranchi,1,SAG-SAGAR,,,15.0
GRA0199,grashpi tab 10's,,tablet,grashpi,grashpi 10s,1,grashpi,grashpi,grashpi,10,RELIANCE LIFE SCIENCES,,,5.0
GRO0151,grovum strawberry with mint flav new chew tab 10's,,tablet,grovum strawberry with mint flav new chew,grovum strawberry with mint flav new chew 10s,1,grovum strawberry with mint flav new,grovum strawberry with mint flav,grovum strawberry with mint,10,APICAL HEALTHCARE PVT LTD,,,24.0
GUL0006,gulguluthikthakam kashaya tab,,tablet,gulguluthikthakam kashaya,gulguluthikthakam kashaya,1,gulguluthikthakam,gulguluthikthakam,gulguluthikthakam,1,VAIDYARATNAM OUSHADI,,,125.0
GYA0007,gyasip tab 15's (prakruti),,tablet,gyasip,gyasip 15s prakruti,1,gyasip,gyasip,gyasip,15,PRAKRUTI REMEDIES REMEDIES PVT LTD,,,2.5
GYM0008,gymnascell tab 10's,,tablet,gymnascell,gymnascell 10s,1,gymnascell,gymnascell,gymnascell,10,DERMACARE,,,16.0
GYN0044,gynac forte tab 10's,,tablet,gynac forte,gynac forte 10s,1,gynac,gynac,gynac,10,RANBAXY PHARMA LTD,,,10.0
GYN0066,gynovit tab 10's,,tablet,gynovit,gynovit 10s,1,gynovit,gynovit,gynovit,10,UNIMAX LABORATORIES PVT LTD,,,4.86
GYN0103,gynovit tab 30's,,tablet,gynovit,gynovit 30s,1,gynovit,gynovit,gynovit,30,UNIMAX LABORATORIES PVT LTD,,,7.17
HAD0017,had3 60k orange flav chew tab 4's,,tablet,had3 60k orange flav chew,had3 60k orange flav chew 4s,1,had3 60k orange flav,had3 60k orange,had3 60k,4,UVB HEALTHCARE PVT LTD,,,26.5
HAE0082,haemokall tab 60's,,tablet,haemokall,haemokall 60s,1,haemokall,haemokall,haemokall,1,KAL-KALLESHWAR AYURVEDA CARE,,,190.0
HAI0058,hairsan tab,,tablet,hairsan,hairsan,1,hairsan,hairsan,hairsan,1,ATM-ATMASANTULAN THERAPY CENTE,,,7.4
HAL0096,haleezy tab,,tablet,haleezy,haleezy,1,haleezy,haleezy,haleezy,10,RAPTAKOS BRETT & CO LTD,,,1.8
HAR0029,harpago tab 10's (desons),,tablet,harpago,harpago 10s desons,1,harpago,harpago,harpago,10,DESONS THERAPEUTICS PVT LTD,,,26.0
HAR0034,harde tab,,tablet,harde,harde,1,harde,harde,harde,1,ZANDU PHARMACEUTICAL WORKS,,,0.75
HAR0076,harty d tab 10's,,tablet,harty d,harty d 10s,1,harty,harty,harty,10,LUPIN LABORATORIES LTD,,,19.5
HAR0136,haritaki tablet-40 tab zandu,,tablet,haritaki,haritaki 40s zandu,2,haritaki,haritaki,haritaki,1,3M INDIA LTD,,,65.0
HBC0012,h&b calcium with vitamins d and k tab 60's,,tablet,h&b calcium with vitamins d and k,h&b calcium with vitamins d and k 60s,1,h&b calcium with vitamins d and,h&b calcium with vitamins d,h&b calcium with vitamins,1,APOLLO HOSPITALS ENTERPRIS LTD,,,599.0
HBC0013,h&b calcium with vitamins d and k tab 120's,,tablet,h&b calcium with vitamins d and k,h&b calcium with vitamins d and k 120s,1,h&b calcium with vitamins d and,h&b calcium with vitamins d,h&b calcium with vitamins,1,APOLLO HOSPITALS ENTERPRIS LTD,,,799.0
HBM0003,h&b menocool black cohosh 60 tab- 35288,,tablet,h&b menocool black cohosh,h&b menocool black cohosh 60 35288,1,h&b menocool black,h&b menocool,h&b,1,HOLLAND AND BARRETT,,,1399.0
HEA0317,health aid hip & thigh formula 60s tab,,tablet,health aid hip & thigh formula 60s,health aid hip & thigh formula 60s,1,health aid hip & thigh formula,health aid hip & thigh,health aid hip &,1,AARKIOS HEALTH PVT LTD,,,1285.0
HEA0318,health aid slim rite 90s tab,,tablet,health aid slim rite 90s,health aid slim rite 90s,1,health aid slim rite,health aid slim,health aid,1,AARKIOS HEALTH PVT LTD,,,1480.0
HEA0322,health aid sexovit forte 30s tab,,tablet,health aid sexovit forte 30s,health aid sexovit forte 30s,1,health aid sexovit forte,health aid sexovit,health aid,1,AARKIOS HEALTH PVT LTD,,,2160.0
HEA0324,health aid male formula 30s tab,,tablet,health aid male formula 30s,health aid male formula 30s,1,health aid male formula,health aid male,health aid,1,AARKIOS HEALTH PVT LTD,,,1745.0
HEA0330,health aid chromium picolinate  60s tab,,tablet,health aid chromium picolinate 60s,health aid chromium picolinate 60s,1,health aid chromium picolinate,health aid chromium,health aid,1,AARKIOS HEALTH PVT LTD,,,1045.0
HEA0337,health aid selenium 200mcg 60s tab,,tablet,health aid selenium 200mcg 60s,health aid selenium 200 60s,1,health aid selenium 200mcg,health aid selenium,health aid,1,AARKIOS HEALTH PVT LTD,,,900.0
HEA0352,health aid vitamin d 500 i.u tab 60s,,tablet,health aid vitamin d 500 i.u,health aid vitamin d 500 i.u 60s,1,health aid vitamin d 500,health aid vitamin d,health aid vitamin,1,AARKIOS HEALTH PVT LTD,,,1190.0
HEA0353,health aid vitamin d3 1000 i u 30s tab,,tablet,health aid vitamin d3 1000 i u 30s,health aid vitamin d3 1000 i u 30s,1,health aid vitamin d3 1000 i u,health aid vitamin d3 1000 i,health aid vitamin d3 1000,1,AARKIOS HEALTH PVT LTD,,,1190.0
HEA0431,healkar tab 20's (karvy),,tablet,healkar,healkar 20s karvy,1,healkar,healkar,healkar,1,KARVY HEALTHCARE,,,200.0
HEA0440,health aid branched chain amino acids tab 60's,,tablet,health aid branched chain amino acids,health aid branched chain amino acids 60s,1,health aid branched chain amino,health aid branched chain,health aid branched,1,AARKIOS HEALTH PVT LTD,,,2760.0
HEA0481,healthvit c-vitan-z vitamin c & zinc tab 60's,,tablet,healthvit c vitan z vitamin c & zinc,healthvit c vitan z vitamin & zinc 60s,1,healthvit c vitan z vitamin c &,healthvit c vitan z vitamin c,healthvit c vitan z vitamin,1,WEST COAST PHARMACEUTICALS PVT LTD,,,250.0
HEA0486,healthvit mulvit multivitamins & minerals tab 60's,,tablet,healthvit mulvit multivitamins & minerals,healthvit mulvit multivitamins & minerals 60s,1,healthvit mulvit multivitamins &,healthvit mulvit multivitamins,healthvit mulvit,1,WEST COAST PHARMACEUTICALS PVT LTD,,,400.0
HEA0491,healthvit jointneed-gcm calcium & vitamind3 tab 60's,,tablet,healthvit jointneed gcm calcium & vitamind3,healthvit jointneed gcm calcium & vitamind3 60s,1,healthvit jointneed gcm calcium &,healthvit jointneed gcm calcium,healthvit jointneed gcm,1,WEST COAST PHARMACEUTICALS PVT LTD,,,600.0
HEA0492,healthvit biotino plus vitamin & minerals tab 60's,,tablet,healthvit biotino plus vitamin & minerals,healthvit biotino plus vitamin & minerals 60s,1,healthvit biotino plus vitamin &,healthvit biotino plus vitamin,healthvit biotino plus,1,WEST COAST PHARMACEUTICALS PVT LTD,,,600.0
HEA0494,healthvit d3 20000 iu chewable tabs 60's,,tablet,healthvit d3 20000 iu chewable,healthvit d3 20000 iu chewable 60s,1,healthvit d3 20000 iu,healthvit d3 20000,healthvit d3,1,WEST COAST PHARMACEUTICALS PVT LTD,,,1000.0
HEA0500,healthvit calvitan-kid's calcium&vitamin d3 tab 60's,,tablet,healthvit calvitan paediatric calcium&vitamin d3,healthvit calvitan paediatric calcium&vitamin d3 60s,1,healthvit calvitan paediatric calcium&vitamin,healthvit calvitan paediatric,healthvit calvitan,1,WEST COAST PHARMACEUTICALS PVT LTD,,,170.0
HEA0519,health aid multimax for women tab 60's,,tablet,health aid multimax for women,health aid multimax for women 60s,1,health aid multimax for,health aid multimax,health aid,1,AARKIOS HEALTH PVT LTD,,,1900.0
HEA0530,healthvit cenvitan women multivitamin & multimineral tablets,,tablet,healthvit cenvitan women multivitamin & multimineral,healthvit cenvitan women multivitamin & multimineral,1,healthvit cenvitan women multivitamin &,healthvit cenvitan women multivitamin,healthvit cenvitan women,1,WEST COAST PHARMACEUTICALS PVT LTD,,,550.0
HEA0531,healthvit vitamin b12 500mcg for vitamin b12 deficiency tabl,,tablet,healthvit vitamin b12 500mcg for vitamin b12 deficiency,healthvit vitamin b12 500 for deficiency,1,healthvit vitamin b12 500mcg for vitamin b12,healthvit vitamin b12 500mcg for vitamin,healthvit vitamin b12 500mcg for,1,WEST COAST PHARMACEUTICALS PVT LTD,,,200.0
HEA0532,healthvit vitamin b12 d with folic acid tablets 60's,,tablet,healthvit vitamin b12 d with folic acid,healthvit vitamin b12 d with folic acid 60s,1,healthvit vitamin b12 d with folic,healthvit vitamin b12 d with,healthvit vitamin b12 d,1,WEST COAST PHARMACEUTICALS PVT LTD,,,800.0
HEA0534,healthvit jointneed-500 glucosamine sulphate 500mg tablets 6,,tablet,healthvit jointneed 500 glucosamine sulphate,healthvit jointneed 500 glucosamine sulphate 6,1,healthvit jointneed 500 glucosamine,healthvit jointneed 500,healthvit jointneed,1,WEST COAST PHARMACEUTICALS PVT LTD,,,250.0
HEA0536,"healthvit biotino-10000 longer hair,nails,skin tab 60's",,tablet,healthvit biotino 10000 longer hair nails skin,healthvit biotino 10000 longer hair nails skin 60s,1,healthvit biotino 10000 longer hair nails,healthvit biotino 10000 longer hair,healthvit biotino 10000 longer,1,WEST COAST PHARMACEUTICALS PVT LTD,,,900.0
HEA0537,"healthvit biotin-5000 mcg longer hair,nails, skin tab 60's",,tablet,healthvit biotin 5000mcg longer hair nails skin,healthvit biotin 5000 longer hair nails skin 60s,1,healthvit biotin 5000mcg longer hair nails,healthvit biotin 5000mcg longer hair,healthvit biotin 5000mcg longer,1,WEST COAST PHARMACEUTICALS PVT LTD,,,420.0
HEA0551,healthvit cenvitan adults 50+ multivit&min tab 60's,,tablet,healthvit cenvitan adult 50+ multivit&min,healthvit cenvitan adult 50+ multivit&min 60s,1,healthvit cenvitan adult 50+,healthvit cenvitan adult,healthvit cenvitan,1,WEST COAST PHARMACEUTICALS PVT LTD,,,425.0
HEA0553,healthvit cenvitan women 50+ multivit&min tab 60's,,tablet,healthvit cenvitan women 50+ multivit&min,healthvit cenvitan women 50+ multivit&min 60s,1,healthvit cenvitan women 50+,healthvit cenvitan women,healthvit cenvitan,1,WEST COAST PHARMACEUTICALS PVT LTD,,,575.0
HEA0554,healthvit cenvitan men 50+ multivit & min tab 60's,,tablet,healthvit cenvitan men 50+ multivit & min,healthvit cenvitan men 50+ multivit & min 60s,1,healthvit cenvitan men 50+ multivit &,healthvit cenvitan men 50+ multivit,healthvit cenvitan men 50+,1,WEST COAST PHARMACEUTICALS PVT LTD,,,500.0
HEA0568,healthvit l-carnitine l-tartrate 500mg tab 60's,,tablet,healthvit l carnitine l tartrate,healthvit l carnitine tartrate 500 60s,1,healthvit l carnitine l,healthvit l carnitine,healthvit l,1,WEST COAST PHARMACEUTICALS PVT LTD,,,800.0
HEA0579,healthvit eyevitan vit for eye care tab 60's,,tablet,healthvit eyevitan vit for eye care,healthvit eyevitan vit for eye care 60s,1,healthvit eyevitan vit for eye,healthvit eyevitan vit for,healthvit eyevitan vit,1,WEST COAST PHARMACEUTICALS PVT LTD,,,800.0
HEA0588,healthvit magneed-z orange flavour tab 20's,,tablet,healthvit magneed z orange flavour,healthvit magneed z orange flavour 20s,1,healthvit magneed z orange,healthvit magneed z,healthvit magneed,1,WEST COAST PHARMACEUTICALS PVT LTD,,,400.0
HEA0591,healthvit calvitan-cdm cal+vit d+mag tab 60's,,tablet,healthvit calvitan cdm cal+vit d+mag,healthvit calvitan cdm cal+vit d+mag 60s,1,healthvit calvitan cdm cal+vit,healthvit calvitan cdm,healthvit calvitan,1,WEST COAST PHARMACEUTICALS PVT LTD,,,700.0
HEA0593,healthvit calvitan-d3 orange flavour tab 20's,,tablet,healthvit calvitan d3 orange flavour,healthvit calvitan d3 orange flavour 20s,1,healthvit calvitan d3 orange,healthvit calvitan d3,healthvit calvitan,1,WEST COAST PHARMACEUTICALS PVT LTD,,,380.0
HEA0600,healthvit c-vitan-z orange flavour tab 20's,,tablet,healthvit c vitan z orange flavour,healthvit c vitan z orange flavour 20s,1,healthvit c vitan z orange,healthvit c vitan z,healthvit c vitan,1,WEST COAST PHARMACEUTICALS PVT LTD,,,350.0
HEA0605,healthvit l-lysine amino acid 1000mg tab 60's,,tablet,healthvit l lysine amino acid,healthvit l lysine amino acid 1000 60s,1,healthvit l lysine amino,healthvit l lysine,healthvit l,1,WEST COAST PHARMACEUTICALS PVT LTD,,,1100.0
HEA0694,heam xt tablet,,tablet,heam,heam,1,heam,heam,heam,10,3M INDIA LTD,,,119.0
HEI0013,heightex tab,,tablet,heightex,heightex,1,heightex,heightex,heightex,1,BIO-BIOS LABORATORY,,,85.0
HEN0027,henplex-cdz tangy pineapple & orange flav chew tab 30's,,tablet,henplex cdz tangy pineapple & orange flav chew,henplex cdz tangy pineapple & orange flav chew 30s,1,henplex cdz tangy pineapple & orange flav,henplex cdz tangy pineapple & orange,henplex cdz tangy pineapple &,1,LUKINZ PHARMA PVT LTD,,,395.0
HEP0036,heptagard forte tab,,tablet,heptagard forte,heptagard forte,1,heptagard,heptagard,heptagard,10,3M INDIA LTD,,,3.53
HEP0046,hepatall tab 10's,,tablet,hepatall,hepatall 10s,1,hepatall,hepatall,hepatall,10,BIRLA LIFE SCIENCES,,,30.0
HEP0152,hepatomarin tab,,tablet,hepatomarin,hepatomarin,1,hepatomarin,hepatomarin,hepatomarin,10,BEST & BEAT PHARMA,,,12.5
HEP0259,hepamyrin tab,,tablet,hepamyrin,hepamyrin,1,hepamyrin,hepamyrin,hepamyrin,10,TIMETECH FORMULATIONS LTD,,,22.5
HEP0272,hepano tab 60's,,tablet,hepano,hepano 60s,1,hepano,hepano,hepano,1,DABUR INDIA LTD,,,90.0
HER0172,herbolact tab 10's,,tablet,herbolact,herbolact 10s,1,herbolact,herbolact,herbolact,10,DEPSON HEALTHCARE,,,5.0
HEX0028,hexcal tab 10's,,tablet,hexcal,hexcal 10s,1,hexcal,hexcal,hexcal,10,BIOHEX LIFESCIENCES LTD,,,13.0
HID0030,hidense d3 500/400 orange flav chew tab 10's,,tablet,hidense d3 500/400 orange flav chew,hidense d3 500/400 orange flav chew 10s,1,hidense d3 500/400 orange flav,hidense d3 500/400 orange,hidense d3 500/400,10,VELOSIS PHARMA,,,13.5
HIL0048,hilar vh 6 tab,,tablet,hilar vh,hilar vh 6,1,hilar,hilar,hilar,1,HAR-HARI OM MANUFACTURERES,,,75.0
HIM0166,him liv 52 ds tab 60s,,tablet,him liv 52 ds,him liv 52 ds 60s,1,him liv 52,him liv,him,1,THE HIMALAYA DRUG COMPANY-(WELLNESS),,,1.84
HIM0704,himalayan organics alpha lipoic acid tab 60's,,tablet,himalayan organics alpha lipoic acid,himalayan organics alpha lipoic acid 60s,1,himalayan organics alpha lipoic,himalayan organics alpha,himalayan organics,1,VLADO SKY ENTERPRISE PVT LTD,,,1275.0
HIM0706,himalayan organics biotin 10000 mcg tab 120's,,tablet,himalayan organics biotin 10000mcg,himalayan organics biotin 10000 120s,1,himalayan organics biotin,himalayan organics,himalayan,1,VLADO SKY ENTERPRISE PVT LTD,,,1025.0
HIM0713,himalayan org l-carnitine 2000mg tab 120's,,tablet,himalayan org l carnitine,himalayan org l carnitine 2000 120s,1,himalayan org l,himalayan org,himalayan,1,VLADO SKY ENTERPRISE PVT LTD,,,975.0
HIM0716,himalayan organics melatonin 10mg tab 120's,,tablet,himalayan organics melatonin,himalayan organics melatonin 10 120s,1,himalayan organics,himalayan,himalayan,1,VLADO SKY ENTERPRISE PVT LTD,,,1295.0
HIM0728,himalayan org testosterone booster tab 90's,,tablet,himalayan org testosterone booster,himalayan org testosterone booster 90s,1,himalayan org testosterone,himalayan org,himalayan,1,VLADO SKY ENTERPRISE PVT LTD,,,799.0
HIM0733,himalayan organics vitamin c 1000mg tab 120's,,tablet,himalayan organics vitamin c,himalayan organics vitamin c 1000 120s,1,himalayan organics vitamin,himalayan organics,himalayan,1,VLADO SKY ENTERPRISE PVT LTD,,,1375.0
HIM0734,himalayan organics vitamin d3 + k2 tab 120's,,tablet,himalayan organics vitamin d3 plus k2,himalayan organics vitamin d3 plus k2 120s,1,himalayan organics vitamin d3 plus,himalayan organics vitamin d3,himalayan organics vitamin,1,VLADO SKY ENTERPRISE PVT LTD,,,1195.0
HIM0735,himalayan organics wf multivita men tab 60's,,tablet,himalayan organics wf multivita men,himalayan organics wf multivita men 60s,1,himalayan organics wf multivita,himalayan organics wf,himalayan organics,1,VLADO SKY ENTERPRISE PVT LTD,,,795.0
HIM0736,himalayan organics wf multivit women tab 60's,,tablet,himalayan organics wf multivit women,himalayan organics wf multivit women 60s,1,himalayan organics wf multivit,himalayan organics wf,himalayan organics,1,VLADO SKY ENTERPRISE PVT LTD,,,795.0
HIR0029,hirabezol 20mg tab 15's,,tablet,hirabezol,hirabezol 20 15s,1,hirabezol,hirabezol,hirabezol,15,HIGLANCE LABORATORIES PVT LTD,,,7.0
HIS0054,histantin tab 10's,,tablet,histantin,histantin 10s,1,histantin,histantin,histantin,10,KERALA AYURVEDA PHARMACY LTD,,,1.95
HKV0003,hk vitals multivitamin with probiotics tab 60's,,tablet,hk vitals multivitamin with probiotics,hk vitals multivitamin with probiotics 60s,1,hk vitals multivitamin with,hk vitals multivitamin,hk vitals,1,BRIGHT LIFECARE PVT LTD,,,499.0
HNB0001,h&b b complex & b12 250 tab     193,,tablet,h&b b complex & b12,h&b b complex & b12 250 193,1,h&b b complex &,h&b b complex,h&b b,1,HOLLAND AND BARRETT,,,895.0
HNB0006,h&b vitamin d3 10ug 100 tab     1140,,tablet,h&b vitamin d3 10ug,h&b vitamin d3 10ug 100 1140,1,h&b vitamin d3,h&b vitamin,h&b,1,HOLLAND AND BARRETT,,,395.0
HNB0009,h&b folic acid 400mg 250 tab     1403,,tablet,h&b folic acid,h&b folic acid 400 250 1403,1,h&b folic,h&b,h&b,1,HOLLAND AND BARRETT,,,545.0
HNB0011,h&b aloevera colon cleanse 60 tab   6475,,tablet,h&b aloe vera colon cleanse,h&b aloe vera colon cleanse 60 6475,1,h&b aloe vera colon,h&b aloe vera,h&b aloe,1,HOLLAND AND BARRETT,,,495.0
HNB0012,h&b efervescent vit c  zinc 20 tab  5433,,tablet,h&b efervescent vit c zinc,h&b efervescent vit c zinc 20 5433,1,h&b efervescent vit c,h&b efervescent vit,h&b efervescent,1,HOLLAND AND BARRETT,,,445.0
HNB0013,h&b ginkgo biloba 60mg 60 tab     7652,,tablet,h&b ginkgo biloba,h&b ginkgo biloba 60 7652,1,h&b ginkgo,h&b,h&b,1,HOLLAND AND BARRETT,,,395.0
HNB0015,h&b vitamin d3 25 ug 100 tab     15605,,tablet,h&b vitamin d3 25 ug,h&b vitamin d3 25 ug 100 15605,1,h&b vitamin d3 25,h&b vitamin d3,h&b vitamin,1,HOLLAND AND BARRETT,,,445.0
