Product Code,Product Name,Pack Size,Company,catg,subcatg,MRP
20895,OCHEK CAPULE,10CAP,LA RENON HEALTHCARE,,,159
16746,OLMECIP H TAB,10TAB,CIPLA LTD,,,142.41
30276,ONTEARS EYE DROP 15ML,15ML,SENTISS PHARMA,,,159.65
22615,PAMPERS PANTS XXL 8,1PCS,PROCTER AND GAMBLE,,,199
330131019,PERSOL  AC 5 GEL,30GM,WALLACE PHARMA,,,211
322530992,PHYSIOGEL LOTION,100ML,GALAXO SMITH KLINE LTD,,,600
16821,PPG MET 0.3 TAB,10TAB,ABBOTT HEALTH CARE,,,154.55
10147,PROLUTON DEPOT INJ 500MG,2ML,CADILA HEALTHCARE LTD,,,356.9
17581,PSORID 100 CAPULE,10CAP,BIOCON,,,597.36
29903,PULMOFIB 267 MG TAB,10TAB,MSN LABORATORIES,,,230
7341,RABITROL CAP,10CAP,ASARVA LIFESCIENCES,,,79
339931042,RAYMOXI EYE DROP,5ML,RAYMED PHARMACEUTICALS LTD,,,127
4135,REFZIL O ORAL DROP,10ML,RANBAXY,,,146
15194,SIMILAC 2 400GM BIB,400GM,ABBOTT NUTRA,,,475
331030097,SIMILAC ADVANCE-4 400GM  BIB,400GM,ABBOTT NUTRA,,,715
27517,SIMILAC TOTAL COMFORT 350GM,350GM,ABBOTT NUTRA,,,850
7462,REVIBRA A15,28VABI,DR. REDDY LABORATORIES LTD,,,1984.5
23435,RYZODEG 100IU/ML PENFILL,3ML,NOVO NORDISK INDIA PVT LTD,,,5630
23414,SEBA MOISTRUING CREAM  50GM,50GM,USV,,,559
28156,SEBAMED OLIVE FACEBODY WASH 200ML,200ML,SEBAMED,,,663
14323,SENSUR RUB OINT,30GM,Glenmark Pharmaceuticals Ltd,,,140.5
7833,SERTA 50 TAB,15TAB,TORRENT,,,184.2
30285,SIGLYN D 100/5,10TAB,ZYDUS CADILA HEALTHCARE LTD,,,190
9077,SIMYL MCT POW.200GM,200GM,FDC LTD.,,,265
14330,SOLIACT 5MG TAB,10TAB,CIPLA LTD,,,590.96
10951,SPASMO PROXYVON PLUS CAP,8CAP,WOCKHARDT LTD.,,,73.5
21492,SPORIDEX CV 750 TAB,10TAB,RANBAXY,,,425
14155,STARPRESS R XL 25 TAB,10TAB,LUPIN LTD,,,184.6
10829,STIMULIV TAB,60TAB,FRANCO INDIA,,,148.5
27589,STON 1 SYP  200ML,200ML,CIPLA LTD,,,146.41
30009,SITAXA D (10+50) TAB,10TAB,TORRENT,,,185
24620,TACMATE LOTION 15ML,15ML,SANSTUTI PHARMACEUTICALS,,,450
30744,SITAXA M XR 100+500,10,TORRENT,,,159
30784,TENDIA P TAB,15TAB,ERIS PHARMA,,,165
27835,TENVIR AF 25MG,30TAB,CIPLA LTD,,,1577.42
30513,TISSOT HC TAB,10TAB,KEPLER,,,200
18302,VEHYCAL XT TAB,10TAB,ALEMBIC PHARMACEUTICALS LTD,,,299
4792,VH-3 VAGINAL CAP,3CAP,SYSTOPIC,,,93
11088,VICKS VAP,10GM,PROCTER AND GAMBLE,,,40
25833,SKINELLE CREAM,20GM,CHARAK PHARMA PVT LTD,,,77
24793,VOCETAMOL-SP,10TAB,Voiceover Pharmaceuticals,,,115
19958,VOGLIBITE-M 0.3 TAB,10TAB,CORONA REMIDIES PVT.LTD,,,88.55
5750,WELLWOMAN CAP,30CAP,MEYER,,,684
19284,XALACOM EYE DROP,2.5ML,PFIZER,,,682.44
10435,ZEN-100MG TAB,10TAB,INTAS PHARMACEUTICALS,,,12.66
15146,AIRZ CAP 50MCG (1X30),30CAP,Glenmark Pharmaceuticals Ltd,,,537
22828,AIRZ F CAP,30CAP,Glenmark Pharmaceuticals Ltd,,,379
29210,APTIHEAL 200ML,200ML,VIGILANT LIFE SCIENCES PVT LTD,,,145
30309,BANOFLAM FORTE TAB,10TAB,AAREEN HEALTHCARE PVT LTD,,,289
30802,BANOFLAM TAB,10TAB,AAREEN HEALTHCARE PVT LTD,,,159
17415,C HOP 200 SR TAB,10TAB,CORONA REMIDIES PVT.LTD,,,434.5
23453,CALCINEFH TAB,10TAB,RENCORD LIFE SCIENCES PVT LTD,,,41
29349,CANDID GOLD CREAM,50GM,Glenmark Pharmaceuticals Ltd,,,180.88
9571,CARTIGEN 500 CAP,30CAP,PHARMED,,,520
21510,CLEAN & CLEAR FACE WASH DTV 100 ML,100ML,JOHNSON & JOHNSON CONSUMER CAR,,,140
24637,CLINDWIN GEL 15GM,15GM,SANSTUTI PHARMACEUTICALS,,,108
23228,CLOBE 5,10TAB,AXONWAVE PHARMACEUTICALS,,,57.34
6151,COSALIC SOAP 75GM,75GM,SALVE PHARMA,,,98
30112,COSLYTE ORANDE 21GM,21GM,Oaknet Healthcare Pvt Ltd,,,17.39
16618,DAROLAC MINI AQUA,6*5ML,ARISTO,,,216
49431056,DYDROJOY 10 TAB,10TAB,ARISTO,,,550
30524,ENZOGRAND TAB,10TAB,GRANDCURE HEALTHCARE PVT LTD,,,205.7
595,SPEMAN TAB,60TAB,HIMALAYA DRUG CO.,,,180
22506,ETOIB 90 TAB,10TAB,MEDSTRY BIOTECH,,,125
17321,EUTHYROX 25MCG TAB,100TAB,MERCK,,,144.4
17381,GB 29 SR TAB,10TAB,CORONA REMIDIES PVT.LTD,,,175.65
16264,SPORIDEX CV 375 TAB,10TAB,RANBAXY,,,240
30477,GLOGEOUS BODYWASH GEL 250ML,250ML,TORRENT,,,900
27579,SPORIDEX DROP REDIMIX  10ML,10ML,RANBAXY,,,105
28420,GLOTIK CREAM 20GM,20GM,INSUTIK PHARMACEUTICALS PVT.LT,,,275
30008,GLUCRETA S (5+100)TAB,10TAB,TORRENT,,,185
10236,GUDRIL TAB,30CAP,INTAS PHARMACEUTICALS,,,114
16667,SPORLAC TAB  20`S,20TAB,J.B.CHEMICALS & PHARMACEUTICAL,,,219.46
29371,HAKOSIL-D-8 TAB,10TAB,YTILIGA PHARMACEUTICALS,,,0
4528,HIORA K TOOTHPASTE 50GM,50GM,HIMALAYA DRUG CO.,,,70
30495,HOPJOY EVA TAB,10TAB,KEPLER,,,209
30135,ITRALENT SB 100 TAB,10TAB,TALENT INDIA LTD,,,199
328331150,KLM KLIN FASH WASH 100ML,100ML,KLM LABORATORIES,,,275
16506,STAYFREE SECURE DRY XL,7PCS,JOHNSON & JOHNSON CONSUMER CAR,,,90
12617,LACTOCALAMINE OILY(PURP) SKIN 30ML,30ML,PIRAMAL,,,75
29896,LEVILEX ORAL SOLUTION,100ML,MSN LABORATORIES,,,390.2
24598,LUE 20 CREAM 50GMS,50GMS,SANSTUTI PHARMACEUTICALS,,,270
28942,MACPROT KESAR POWDER 200GM,200GM,MACLEODS,,,322
18778,MEBIZ SR CAPSULE,10CAP,SUN PHARMA 2,,,236
1275,STOLIN R FOAMING GEL,120GM,DR. REDDY LABORATORIES LTD,,,204
6543,MELGAIN LOTION 5ML,5ML,ZYDUS CADILA HEALTHCARE LTD,,,964
30144,METASONE F CREAM  10GM,10GM,TALENT INDIA LTD,,,188
351131046,MLOBE EYE DROP,5ML,SAPIENT LABROTORIES LTD,,,92
319430877,MOX P 500MG TAB,15TAB,RANBAXY,,,260
2688,NEBI H TAB,10TAB,GENETICA,,,109.45
27501,STRENGTHENING SHAMPOO 300ML,300ML,FIXDERMA INDIA PVT LTD,,,1350
15102,STUGIL TAB,10TAB,ERIS PHARMA,,,158.51
319131052,NEUROCETAM 800 30TAB,30TAB,MICRO,,,675
24471,NEW ADESAM 200,10TAB,SUN PHARMA 2,,,444
21577,SUALIN BOTTLE 50 TAB,50TAB,HAMDARD LABORATORIES LTD,,,65
22271,NOSTRA CR 10 TAB,10TAB,CORONA REMIDIES PVT.LTD,,,215
17894,NOVAMOX PAEDIATRIC DROP,10ML,CIPLA LTD,,,59.29
15106,SUHAGRA FORCE 50 TAB,4TAB,CIPLA GENRIC,,,239.5
15107,SUMO GEL 30GM,30GM,ALKEM GENRIC,,,115
10184,OFLOX TZ TAB,10TAB,CIPLA LTD,,,155.05
9546,OLSAR CH 20/6.25 TAB,10TAB,TORRENT,,,126.1
13318,PARAGREAT 250 SUSP,60ML,MANKIND,,,40.32
13893,PARI 10 TAB,15TAB,IPCA LABORATORIES LTD,,,268.4
319430943,PHOTOSTABLE PRO + HYDRAGEL SUNSCREEN 50G,50G,RANBAXY,,,850
28726,PHOTOSTABLE SUNSCREEN EMULGEL SPF40 75GM,75GM,RANBAXY,,,722
28780,PICROGARD LC TAB,10TAB,V R MED HEALTHCARE,,,269
30715,PREEGA SR 75MG,10TAB,TALENT INDIA LTD,,,125
27197,PREGAPEX-75,10TAB,NEUROPEX PHARMACEUTICAL,,,165
17163,SUPER MANFORCE CONDOMS (LITCHI),3PCS,MANKIND OTC,,,25
7990,RAZEL 20 TAB,15TAB,Glenmark Pharmaceuticals Ltd,,,298
5580,REESHAPE CAP,15CAP,MEYER,,,935
21383,SARVGUARD HAND RUB PUMP ROSE,100ML,ASARVA LIFESCIENCES,,,50
28153,SEBAMED LIP DEFENCE 4.8GM,4.8GM,SEBAMED,,,445
17429,SENSOFORM T.BRUSH,1UNIT,INDOCO REMEDIES LTD,,,60.5
29504,SITDC M  500,15TAB,FDC LTD.,,,119
15099,SPORLAC DS TAB,20TAB,J.B.CHEMICALS & PHARMACEUTICAL,,,143.92
29632,SUNSTOP AQUAGEL 60GM,60GM,AJANTA PHARMA LTD,,,445
24020,T GLIP M 1000 TAB,20TAB,INTAS PHARMACEUTICALS,,,368
6482,SYSFOL ACTIVE CAP,15CAP,SYSTOPIC,,,156
13299,TAZLOC H TAB,10TAB,USV,,,155.8
24094,SYSTANE GEL EYE DROP 10ML,10ML,ALCON,,,522
19265,TELLZY MT 50 TAB,15TAB,ALEMBIC PHARMACEUTICALS LTD,,,371.3
27409,TELMA ACT TAB,10TAB,Glenmark Pharmaceuticals Ltd,,,164.5
30332,TELMIKIND-LN TAB,10TAB,MANKIND,,,107.14
15059,THREPTIN LITE DISKETTE 275GM,275GM,RAPTAKOS BRETT & CO LTD,,,475
10780,TIOMATE TRANSHALER,180MDI,LUPIN LTD,,,718
24616,TO GROW HAIR SERUM 50ML,50ML,SANSTUTI PHARMACEUTICALS,,,660
9468,TOLOL AM 25 TAB,10TAB,TORRENT,,,106.1
17609,TOOTHMIN TOOTH CREAM 70GM,70GM,ABBOTT HEALTH CARE,,,267
10508,TOPAZ 100 TAB,15TAB,INTAS PHARMACEUTICALS,,,360
19195,TVAKSH FACE CARE GENTELE FACE WASH 60ML,60ML,ABBOTT INDIA LIMITED,,,310
9780,VERTISTAR MD 4 TAB,10TAB,MANKIND,,,0
29219,VILSHINE M 50/500 TAB,10TAB,VIGILANT LIFE SCIENCES PVT LTD,,,0
20269,ZINDEE CHEWABLE TABLET,4TAB,FRANCO INDIA,,,115.7
30436,ZITA D 10 TAB,15TAB,Glenmark Pharmaceuticals Ltd,,,223.5
325630962,ZOMELIS SR 100 TAB,15TAB,ERIS PHARMA,,,179.85
28352,ACHOO 2 IN 1 2ML,2ML,BRAWN COSMETICS & HERBALS PVT,,,50
24799,AHAGLOW S SPRAY 60ML,60ML,TORRENT,,,535
30330,AKCUZ SYP 200ML,200ML,AKCENT HEALTHCARE,,,256
29909,ALMOTAN 12.5 TAB,4TAB,MSN LABORATORIES,,,367.58
19633,APREZO 10 TABLET,10TAB,Glenmark Pharmaceuticals Ltd,,,295.5
30308,ARORAB-40 TAB,10TAB,AAREEN HEALTHCARE PVT LTD,,,149
30331,BEKLAIR POWER 90GM,90GM,AKCENT HEALTHCARE,,,340
17599,BETONIN AST SYP 400 ML,400ML,ABBOTT HEALTH CARE,,,277.79
25831,TAKZEMA OINT,30GM,CHARAK PHARMA PVT LTD,,,94
20334,TAMDOSIN 0.4 TAB,10TAB,CORONA REMIDIES PVT.LTD,,,78.45
25160,CALOVE TAB,10TAB,ACCUFFY LIFESCIENCES,,,207.8
30597,CARIQUEL 4.5 CAP,10CAP,TORRENT,,,230
21367,CASTOR OIL 50ML,50ML,AGGARWAL SURGICALS,,,74
6246,CLARINA FACE WASH,60ML,HIMALAYA DRUG CO.,,,110
30701,CLOMILENT 50MG,10TAB,TALENT INDIA LTD,,,106.89
20716,D ACNE SOAP 75GM,75GM,Glenmark Pharmaceuticals Ltd,,,265
7143,DDR 60MG,10TAB,MSN LABORATORIES,,,159
30789,DULOXEE 60MG TABLET,10TAB,TALENT INDIA LTD,,,205
28117,ENSURE HIGH PROTEIN VANILLA 200GM BIB,200GM,ABBOTT NUTRA,,,350
29691,ESURANCE TAB,38TAB,KOYE PHARMACEUTICALS PVT.LTD,,,335.17
17248,FERONIA MAX ORAL SUSP,200ML,ZUVENTUS,,,217.35
27473,FIXDERMA STRALLIUM STRETCH MARK CREAM 75GM,75GM,FIXDERMA INDIA PVT LTD,,,425
17902,GLUCON D ORANGE 75 GM,75GM,ZYDUS WELLNES PRODUCT LTD.,,,40
19899,GREYEX SOLUTION,30ML,INTAS PHARMACEUTICALS,,,650
23407,HAYO EYE DROP,10ML,OCURIS PHARMA,,,380
28914,HUMAN ACTRAPID INJ 40IU,10ML,ABBOTT HEALTH CARE,,,158.42
31032,HYLA-FUSION EYE DROP,10ML,ENTOD PHARMACEUTICALS LTD,,,515
351131014,HYLOAID EYE DROP,5ML,SAPIENT LABROTORIES LTD,,,195
19541,TELLZY MT 25 TAB,15TAB,ALEMBIC PHARMACEUTICALS LTD,,,290.8
27500,INTENSIVE SERUM FOR MEN 50ML,50ML,FIXDERMA INDIA PVT LTD,,,2050
19933,IOBET EYE DROP,5ML,FDC LTD.,,,60.5
28025,JUST TEARS LIQUIGEL 10ML,10ML,SUNWAYS INDIA PVT LTD,,,146.28
24623,K-20 BODY WASH 100ML,100ML,SANSTUTI PHARMACEUTICALS,,,198
30501,KEPTOP LOTION 100ML,100ML,KEPLER,,,290
30747,KLM KLIN AHA FOMING GEL 100GM,100GM,KLM LABORATORIES,,,245
26805,TELMA MCT 50/12.5  10TAB,10TAB,Glenmark Pharmaceuticals Ltd,,,171
361030941,LIPLAC-LE,10TAB,MALOOK PHARMACEUTICALS,,,495
30142,LUCEE CREAM  50GM,50GM,TALENT INDIA LTD,,,390
30269,MAXDULIN 75/20 CAP,10CAP,SUN PHARMA 2,,,199
14285,METATOP NASAL SPRAY,120MDI,ZYDUS CADILA HEALTHCARE LTD,,,497.75
30718,TELMITAL CT,10TAB,TALENT INDIA LTD,,,99
23338,MICROGEST 200MG,10CAP,WATER BUSHNELL,,,415.09
1695,MINOZ 100 TAB,10TAB,RANBAXY,,,440
7354,MINTOP 10% FORTE HAIR RESTORE FORMULA 120ML,120ML,DR. REDDY LABORATORIES LTD,,,2284.75
2310,MMS CREAM,10GM,ZYDUS CADILA HEALTHCARE LTD,,,180
23379,MOTO EYE DROP,5ML,OCURIS PHARMA,,,150
5490,MULTIVITE GOLD SOFTGEL,15CAP,AVENTIS,,,264
5491,MULTIVITE WOMAN SOFTGEL,15CAP,AVENTIS,,,288
17732,NAN PRO 1,400GM,NESTLE INDIA LTD,,,725
30745,TELSAR BISO 2.5MG,10TAB,TORRENT,,,120
15140,NATUROLAX A POWDER 100GM,100GM,PIRAMAL,,,155
22277,NEW GTN-2.6 TAB,10TAB,ERIS PHARMA,,,68.97
13746,NEZAFLO NASAL SPRAY,12ML,SUN PHARMA 2,,,344
15120,NOVOMIX 30 FLEXPENS 100IU/ML,3ML,E-LILLY,,,957
23670,TEN  CGM  TAB,10TAB,DERMAJOINT INDIA,,,650
17377,OBIMET GX FORTE 2MG TAB,10TAB,CORONA REMIDIES PVT.LTD,,,123.05
25836,OJUS SYP  200ML,200ML,CHARAK PHARMA PVT LTD,,,92
30712,OLAY 2.5MG,10TAB,TALENT INDIA LTD,,,34
18661,OLEANZ RT 5 TAB,10TAB,SUN PHARMA 2,,,47
7963,ONABET DUSTING POWDER,50GM,Glenmark Pharmaceuticals Ltd,,,199
23902,OSTEOCORAL CT,15S,WORIOX PHARMACEUTICALS,,,225
24124,OXIPOD CV TAB,10TAB,INDOCO REMEDIES LTD,,,352
28172,PHOSACE TAB,10TAB,YTILIGA PHARMACEUTICALS,,,48
30149,PREEGA M 75 SR  TAB,10TAB,TALENT INDIA LTD,,,155
29601,PRESIDIO 75/60MG TAB,10TAB,AJANTA PHARMA LTD,,,249
11348,PROSTAGARD D4 CAP,10CAP,ARISTO,,,158
9648,PURCHASE 18%,,PURCHASE 18%,,,0
30357,RECLIMET-PG 30 TAB,10TAB,DR. REDDY LABORATORIES LTD,,,80.75
29218,RESUMER PRO TAB,60TAB,VIGILANT LIFE SCIENCES PVT LTD,,,0
19279,RIGIN PLUS GRANULES,5GM,PHARMED,,,59
30932,ROOTBLESS LOTION,60ML,ZYDILLAC DERMACEUTICALS,,,1009
21380,SARVGUARD HAND RUB BAGULA LAVENDER,500ML,ASARVA LIFESCIENCES,,,250
30286,SIGLYN D 50/5,10TAB,ZYDUS CADILA HEALTHCARE LTD,,,170
27488,SKIN BRIGHTENING COMPLEX 30ML,30ML,FIXDERMA INDIA PVT LTD,,,2125
29451,SYSTANE COMPLETE EYE DROP,10ML,ALCON,,,595
16265,SZETALO 10TAB,15TAB,ABBOTT HEALTH CARE,,,134.9
925,TACKO-M,10TAB,SYSTOPIC,,,27.5
9681,THREPTIN VANILLA DISKETTE 1KG,1KG,RAPTAKOS BRETT & CO LTD,,,1720
21846,THUMB SPICA TYNOR,1TAB,TYNOR LTD,,,235
30160,TELMITAL A TAB,10TAB,TALENT INDIA LTD,,,91
9445,TELSAR A 80 TAB,10TAB,TORRENT,,,222.9
20867,THYROCAL D3 TAB,30TAB,ABBOTT INDIA LIMITED,,,343.49
14597,TIGATEL AM 40MG/5MG TAB,10TAB,RANBAXY,,,247
28659,TICRID-EP TAB,10TAB,AEGIS PERIGLOBE,,,137
6314,TOPP D CAP,10CAP,SYSTOPIC,,,56
10036,TRESIBA 100IU/ML FLEXTOUCH,3ML,ABBOTT INDIA LIMITED,,,1942
15590,TIGER KING O,1TAB,NAMAN INDIA,,,844.01
20327,VALPROL CR 400 TAB,4TAB,INTAS PHARMACEUTICALS,,,201
21999,AB PANTS XL REG,1PCS,AB LIFECARE,,,99
29662,ACCUFRESH (MOUTHWASH),150ML,ELTROPIX PHARMACEUTICALS,,,135
28357,ACNEDIS SOAP 75GM,75GM,BRAWN COSMETICS & HERBALS PVT,,,85
9665,AMLOSAFE MT 50 TAB,10TAB,ARISTO,,,83
21076,AQUASOFT MAX MOISTURISING CREAM,100GM,AJANTA PHARMA LTD,,,381
15425,ATORVA  80MG,10TAB,ZYDUS CADILA HEALTHCARE LTD,,,405.32
323431089,AV-UTI SUSP 200ML,200ML,FDC LTD.,,,250
30185,BEMPESTAR R 40 TAB,10TAB,TORRENT,,,490
30116,BILAJOY 20 TAB,10TAB,TALENT INDIA LTD,,,122
351131013,BRAG EYE DROP,5ML,SAPIENT LABROTORIES LTD,,,125
317130852,CALCIMAX P 30TAB,30TAB,MEYER,,,396
30310,CALGROW TAB,10TAB,AAREEN HEALTHCARE PVT LTD,,,99
19390,CINOD-T TAB,15TAB,AJANTA PHARMA LTD,,,227
30624,CLOBEN G CREAM 15GM,15GM,INDOCO REMEDIES LTD,,,116.5
20909,TOLAZ LA 405MG/VIAL CONVENIENCE KIT,1INJ,TORRENT,,,1801
12179,COLGATE MAX 80GM,80GM,COLGATE PALMOLIVE COMPANY LTD,,,55
29425,COMBIMIST-L INHALER 120MD,120MD,ZYDUS CADILA HEALTHCARE LTD,,,330
19889,D ACNE PLUS GEL,1TAB,Glenmark Pharmaceuticals Ltd,,,170
30013,D3 MUST NANO ORAL SOLUTION,5ML,MANKIND,,,64.99
30313,D3 SURE CAPSULE,4CAP,AAREEN HEALTHCARE PVT LTD,,,119.9
18824,DEPRANEX 5 TAB,10TAB,INTAS PHARMACEUTICALS,,,0
24640,DERMICORT CREAM 10GM,10GM,SANSTUTI PHARMACEUTICALS,,,99
334230919,DOLOSWIFT 50,10TAB,CELL SALVE PHARMACEUTICALS,,,279
27973,EDIASURE VANILLA 200GM BIB/IN36,200GM,ABBOTT NUTRA,,,320
29672,ELTRORICH (CHOCOLATE POWER),200GM,ELTROPIX PHARMACEUTICALS,,,295
27918,ERECTIVE SACHET 15GM,15GM,HEALTHICA PHARMACEUTICALS,,,170
22934,FAIR AND LOVELY FACE TALC 21G,21GM,HINDUSTAN UNILIVER LTD,,,25
22938,GAL ADV 9G TRADE OFFER 24+1,13,HINDUSTAN UNILIVER LTD,,,9
324730979,GLIZID-XR 60 TAB,10TAB,MANKIND,,,99
29269,HUMAN MIXTARD 50 40IU,10ML,ABBOTT HEALTH CARE,,,241.58
30246,KETOMAR EYE DROP 5ML,5ML,ALLERGAN INDIA PVT LTD,,,220.87
30514,KIDEXO BABY SOAP 75GM,75GM,KEPLER,,,160
2360,TORSID TAB 5MG,10TAB,GENETICA,,,32.6
22397,TRAMAZAC CAP,10CAP,ZYDUS CADILA HEALTHCARE LTD,,,56.06
27485,TRANSFORMATION OIL 30ML,30ML,FIXDERMA INDIA PVT LTD,,,1195
8912,LA SHIELD IR GEL SPF30,60GM,Glenmark Pharmaceuticals Ltd,,,930
4373,TRAVO Z EYE DROP,3ML,MICRO,,,585
25678,MANFORCE CONDOMS (ULTRAFREE) 3S,3PCS,MANKIND OTC,,,50
19444,MAXVOID 8 TAB,15TAB,ALKEM,,,505
30563,MELUKTOR 500,15TAB,AKCENT HEALTHCARE,,,2990
7242,MINOZ ER 45 TAB,10TAB,RANBAXY,,,260
2129,MINOZ OD 100 CAP,10CAP,RANBAXY,,,460
30281,MLOBE DX DROP,5ML,SAPIENT LABROTORIES LTD,,,165
23867,MO-4 KT EYE DROP,5ML,NRI,,,110
17501,MUCAINE GEL MINT 350ML,350ML,PFIZER,,,251.16
22541,NAZOMAC AF NASAL DROP,15ML,MACLEODS,,,329.25
8176,NOVAMOX ORAL SUSP,30ML,CIPLA LTD,,,30.74
16923,OBRA  E/O  3GM,3GM,SYNTHO,,,60
16200,ODOMOS CREAM VIT E.23GM,23GM,OTHERS,,,28
3114,OLMAT-H TAB,10TAB,MICRO,,,146
3188,OLMESAFE TAB 20MG,10TAB,GENETICA,,,100.4
19941,TRICINOD 10/6.25 TAB,15TAB,AJANTA PHARMA LTD,,,280
9537,OLSAR 10 TAB,10TAB,TORRENT,,,107.55
17639,ONTEARS GEL DROP15ML,15ML,SENTISS PHARMA,,,181.18
30299,OXICHAMP 4G TAB,10TAB,AAREEN HEALTHCARE PVT LTD,,,189.9
17484,P 500 TAB,15TAB,APEX PHAMACEUTICALS,,,16.97
27339,PACROMA CREAM 30GM,30GM,AJANTA PHARMA LTD,,,1313
22601,PAM AB NB 24*12 ECON,24*12,PROCTER AND GAMBLE,,,360
21978,PAMPERS PANTS LG,11,PROCTER AND GAMBLE,,,399
21983,PAMPERS PANTS M 13,1TAB,PROCTER AND GAMBLE,,,199
21994,PAMPERS PANTS S16,1TAB,PROCTER AND GAMBLE,,,199
28317,PEDIASURE 7 PLUS CHOCO 200GM BIB,200GM,ABBOTT NUTRA,,,285
28315,PEDIASURE 7 PLUS VANILLA 200GM BIB,200GM,ABBOTT NUTRA,,,235
331030548,PEDIASURE ZERO SUCROSE-VANILLA 400GMBIB,400GM,ABBOTT NUTRA,,,595
29598,PEROCLIN 5% GEL 15GM,15GM,AJANTA PHARMA LTD,,,520
10400,POTRATE MB6 ORAL SOLUTION,200ML,INTAS PHARMACEUTICALS,,,222
22864,PROTAR SCALP SOLUTION,200ML,PERCOS INDIA PVT LTD,,,360
29859,RABIPEN PLUS CAP,10TAB,MOREPEN LABORATORIES LTD.,,,172.7
29861,RYTHMIX PLUS SYP MIX F,100ML,MOREPEN LABORATORIES LTD.,,,399
22109,SARVGUARD MIST PUMP LAVEBDER,50ML,ASARVA LIFESCIENCES,,,25
28159,SEBAMED REVIATLIZING SHAMPOO 200ML,200ML,USV,,,933
30158,SITALENT MSR 50/500 TAB,15TAB,TALENT INDIA LTD,,,238.5
8866,SITCOM CREAM,30GM,MANKIND,,,239.8
322631169,SOLVIN LS SYP 100ML,100ML,IPCA LABORATORIES LTD,,,111.2
599,STYPLON TAB,30TAB,HIMALAYA DRUG CO.,,,110
29826,SUCRASHINE-O SUSPENSION 200ML EACH,200ML,TABLET INDIA,,,220
30166,SUPRANERV CAP,10TAB,Oaknet Healthcare Pvt Ltd,,,212.64
13115,T HEAL CAP,10CAP,ALKEM,,,271
28434,TAKFA FORTE OINT.0.1% 10GM,10GM,INTAS PHARMACEUTICALS,,,398
9615,TELSAR H TAB,15TAB,TORRENT,,,281.75
20602,TRICIUM XT TAB,30TAB,CORONA REMIDIES PVT.LTD,,,288.2
7151,ULTRA D3 10K TAB,15TAB,MEYER,,,178
30000,URI-3 TM TAB,15TAB,TRUHEALTHY LLP,,,499
24522,WHISPR ULTRA  XL 15S,1,PROCTER AND GAMBLE,,,175
1483,TULASI CAP,60CAP,HIMALAYA DRUG CO.,,,200
23290,WHISPR ULTRA XL+7S,1TAB,PROCTER AND GAMBLE,,,83
29661,ACCUDENT GEL,100GM,ELTROPIX PHARMACEUTICALS,,,120
30490,ACNE UV SPF30  30GM,30GM,IPCA LABORATORIES LTD,,,450
24634,ACNEBENZ GEL 20GM,20GM,SANSTUTI PHARMACEUTICALS,,,90
8836,TUSQ D COUGH LOZ H/L,6LOZ,BLUE CROSS,,,49.5
30988,ADBROM EYE DROP,5ML,ENTOD PHARMACEUTICALS LTD,,,150.5
23272,BIOGERMINA OS 2BILLION SPORES,6*5ML,ARISTO,,,190.44
330131007,BRITE EYE DROP,10ML,WALLACE PHARMA,,,165
29463,BRIVASURE 50MG TAB,10TAB,ALKEM,,,163
11874,CALADRYL LOT.60ML,60ML,PIRAMAL,,,61.19
86730977,CC-74 CHEWABLE TAB,15TAB,DR. REDDY LABORATORIES LTD,,,272.5
26681,TYNOR ANKLEBINDER  L,D-01,TYNOR LTD,,,320
26734,TYNOR WALKER INVALID A PODS-AL L20,1,TYNOR LTD,,,3390
26253,U V LUBE 10 ML,10ML,FDC LTD.,,,275
19706,CERL STA3 WHE RI MAXDF POSHAN24*300G,300GM,NESTLE INDIA LTD,,,274
29836,CIALIS 10MG,2TAB,LUPIN LTD,,,1096
10304,CLAVIX  GOLD 10 CAP,15TAB,INTAS PHARMACEUTICALS,,,81.5
14029,D.F.O MR TAB,10TAB,OZONE,,,108.9
25006,DAJIO 5MG,5MG,MICRO,,,98
27222,DECMAX 4MG TAB,8TAB,GLS PHARMA LTD,,,40
30287,DEPLATT AV CAP,10TAB,TORRENT,,,140.55
328330995,DESOSOFT CREAM  10GM,10GM,KLM LABORATORIES,,,115
328330991,DESOSOFT LOTION,30ML,KLM LABORATORIES,,,140
314530994,DORTIM EYE DROP,5ML,JAWA PHARMACEUTICALS PVT.LTD,,,415
28115,ENSURE HIGH PROTEIN CHOCO 200GM BIB,200GM,ABBOTT NUTRA,,,350
17311,ETRIK-MR TAB,10TAB,ALEMBIC PHARMACEUTICALS LTD,,,246.8
13140,EVACURE  4 TAB,15TAB,ALKEM,,,235
25455,FLUCOLD DROP  15ML,15ML,WALLACE PHARMA,,,52.9
20741,GA -12 CREAM,30GM,KLM LABORATORIES,,,175
30317,GABAFIX MSR 150 TAB,10TAB,AAREEN HEALTHCARE PVT LTD,,,219.6
327431024,GATE-DM EYE DROP,5ML,AJANTA PHARMA LTD,,,102.5
30493,GLAMBAK GEL 20GM,20GM,KEPLER,,,317
24626,GLARE LITE CREAM 20G,20GM,SANSTUTI PHARMACEUTICALS,,,400
30705,GLIMITAL M2,10TAB,TALENT INDIA LTD,,,64.5
27000,GLOW & LOVELY WINTER CREAM 80 GM,80 GM,HINDUSTAN UNILIVER LTD,,,210
